Protocol,Noise_Profile,F_Eve,QBER_Threshold,CHSH_Threshold,Mean_Metric,Std_Metric,Mean_SKR,Std_SKR,FPR,FNR
Six-State,Threshold_11%,0.2,0.167,N/A,0.16600616934420295,0.018807361184292888,0.0,0.0,0.0,0.52
Six-State,Threshold_11%,0.3,0.167,N/A,0.1849886696056655,0.021807453459471025,0.0,0.0,0.0,0.2
Six-State,Threshold_11%,0.4,0.167,N/A,0.21648254238346407,0.023064215190733456,0.0,0.0,0.0,0.0
Six-State,Threshold_11%,0.5,0.167,N/A,0.2366095922273233,0.02545504284031816,0.0,0.0,0.0,0.0
Six-State,Threshold_11%,0.6,0.167,N/A,0.2620117486164245,0.02814902317271966,0.0,0.0,0.0,0.0
Six-State,Threshold_11%,0.7,0.167,N/A,0.2917034820149467,0.02258618515254284,0.0,0.0,0.0,0.0
Six-State,Threshold_11%,0.8,0.167,N/A,0.32031614655336016,0.021862288064843655,0.0,0.0,0.0,0.0
Six-State,Threshold_11%,0.9,0.167,N/A,0.3429657858766047,0.0248032530746415,0.0,0.0,0.0,0.0
Six-State,Threshold_11%,1.0,0.167,N/A,0.3690459495743808,0.028665434280101928,0.0,0.0,0.0,0.0
Six-State,IBM_Marrakesh,0.0,0.167,N/A,0.00902634687648007,0.01062163627465677,0.28740831878902445,0.0527510899262474,0.0,0.0
Six-State,IBM_Marrakesh,0.25,0.167,N/A,0.08894176304900239,0.030334415139519413,0.05746254421937203,0.06080972796305215,0.0,1.0
Six-State,IBM_Marrakesh,0.5,0.167,N/A,0.17061738829611783,0.0420462990157826,0.00113007201101648,0.004783604736734776,0.0,0.4666666666666667
Six-State,IBM_Marrakesh,0.75,0.167,N/A,0.26153625059135893,0.055148538933784685,0.0,0.0,0.0,0.03333333333333333
Six-State,IBM_Marrakesh,1.0,0.167,N/A,0.33650171198421125,0.05842014300826745,0.0,0.0,0.0,0.0
E91,Ideal_0%,0.0,N/A,2.0,2.82341314731708,0.04767645025487254,0.2225634765625,0.004489968456675766,0.0,0.0
E91,Ideal_0%,0.1,N/A,2.0,2.68058176414941,0.048968388524862565,0.15811684759516853,0.00827271525802118,0.0,1.0
E91,Ideal_0%,0.2,N/A,2.0,2.548014731828161,0.05602743895750512,0.11154736607888907,0.01028382528348566,0.0,1.0
E91,Ideal_0%,0.3,N/A,2.0,2.3951324800149383,0.05159674257406662,0.07241796532038546,0.009234136502572578,0.0,1.0
E91,Ideal_0%,0.4,N/A,2.0,2.2669009845380232,0.05407947939598316,0.04068041613263328,0.008593028618368912,0.0,1.0
E91,Ideal_0%,0.5,N/A,2.0,2.1295210233503954,0.04893595299606175,0.011034637272215132,0.009418896056602713,0.0,1.0
E91,Ideal_0%,0.6,N/A,2.0,2.003345679519646,0.0537007002843703,9.163041422978883e-05,0.000641412899608522,0.0,0.54
E91,Ideal_0%,0.7,N/A,2.0,1.8288067650132789,0.0588426969915754,0.0,0.0,0.0,0.0
E91,Ideal_0%,0.8,N/A,2.0,1.7024673171114726,0.052713729949145825,0.0,0.0,0.0,0.0
E91,Ideal_0%,0.9,N/A,2.0,1.5670851621618553,0.058517068162451454,0.0,0.0,0.0,0.0
E91,Ideal_0%,1.0,N/A,2.0,1.4151014107151312,0.05478543024859959,0.0,0.0,0.0,0.0
E91,Noise_2%,0.0,N/A,2.0,2.6108819312609444,0.04889081232531438,0.11585859741514612,0.009468927810438664,0.0,0.0
E91,Noise_2%,0.1,N/A,2.0,2.4705332922762016,0.05359505680143875,0.0787038873711594,0.008792645314777749,0.0,1.0
E91,Noise_2%,0.2,N/A,2.0,2.3436281854769416,0.04821755252071304,0.0477745564838731,0.008493002150423905,0.0,1.0
E91,Noise_2%,0.3,N/A,2.0,2.2252283333872502,0.056063618593893694,0.019230569936404176,0.008816455636137581,0.0,1.0
E91,Noise_2%,0.4,N/A,2.0,2.101165225273034,0.05207529134952113,0.0006924768831312578,0.0019103971645960168,0.0,0.98
E91,Noise_2%,0.5,N/A,2.0,1.9557349824855736,0.0628915612372378,0.0,0.0,0.0,0.28
E91,Noise_2%,0.6,N/A,2.0,1.8139379085174097,0.061714155371944246,0.0,0.0,0.0,0.0
E91,Noise_2%,0.7,N/A,2.0,1.7002011047841699,0.058053201962924544,0.0,0.0,0.0,0.0
E91,Noise_2%,0.8,N/A,2.0,1.5551116359966404,0.056253458973630086,0.0,0.0,0.0,0.0
E91,Noise_2%,0.9,N/A,2.0,1.431888603016655,0.06142894425549581,0.0,0.0,0.0,0.0
E91,Noise_2%,1.0,N/A,2.0,1.3162736921064726,0.07267810470864586,0.0,0.0,0.0,0.0
E91,Noise_5%,0.0,N/A,2.0,2.290750460267126,0.04664988953480527,0.021844751695878337,0.010984748678037578,0.0,0.0
E91,Noise_5%,0.1,N/A,2.0,2.183567350849314,0.053613207066401936,0.003135477897991996,0.0052843709795012215,0.0,1.0
E91,Noise_5%,0.2,N/A,2.0,2.061130305697232,0.05394695731648985,0.0001908103332160908,0.0013356723325126353,0.0,0.84
E91,Noise_5%,0.3,N/A,2.0,1.9600283076539382,0.04952165612846269,0.0,0.0,0.0,0.22
E91,Noise_5%,0.4,N/A,2.0,1.8195108695751434,0.05821236643560298,0.0,0.0,0.0,0.0
E91,Noise_5%,0.5,N/A,2.0,1.7234616256705215,0.06370587823310624,0.0,0.0,0.0,0.0
E91,Noise_5%,0.6,N/A,2.0,1.593069704541754,0.056661980409627964,0.0,0.0,0.0,0.0
E91,Noise_5%,0.7,N/A,2.0,1.4846417048406944,0.056773521421073295,0.0,0.0,0.0,0.0
E91,Noise_5%,0.8,N/A,2.0,1.380926788046214,0.06489640683314786,0.0,0.0,0.0,0.0
E91,Noise_5%,0.9,N/A,2.0,1.2779535165851648,0.07597186382360148,0.0,0.0,0.0,0.0
E91,Noise_5%,1.0,N/A,2.0,1.1620689828505062,0.057620148065422296,0.0,0.0,0.0,0.0
E91,Noise_8%,0.0,N/A,2.0,1.9889921530662742,0.05148299179926045,0.0,0.0,0.6,0.0
E91,Noise_8%,0.1,N/A,2.0,1.8967971898801932,0.05777546390788159,0.0,0.0,0.0,0.02
E91,Noise_8%,0.2,N/A,2.0,1.8008989659942838,0.06480990441468298,0.0,0.0,0.0,0.0
E91,Noise_8%,0.3,N/A,2.0,1.6833062518183055,0.05050622142716754,0.0,0.0,0.0,0.0
E91,Noise_8%,0.4,N/A,2.0,1.6032661858218131,0.06072386033452128,0.0,0.0,0.0,0.0
E91,Noise_8%,0.5,N/A,2.0,1.5112768592153623,0.066483039064537,0.0,0.0,0.0,0.0
E91,Noise_8%,0.6,N/A,2.0,1.4040011323890687,0.06556276153698024,0.0,0.0,0.0,0.0
E91,Noise_8%,0.7,N/A,2.0,1.281607085688371,0.060433901879459274,0.0,0.0,0.0,0.0
E91,Noise_8%,0.8,N/A,2.0,1.1973278138097894,0.05732353872367176,0.0,0.0,0.0,0.0
E91,Noise_8%,0.9,N/A,2.0,1.1045262550478752,0.06441642057818343,0.0,0.0,0.0,0.0
E91,Noise_8%,1.0,N/A,2.0,0.9939756481533013,0.05528375224127216,0.0,0.0,0.0,0.0
E91,Threshold_11%,0.0,N/A,2.0,1.725647343721088,0.05919545359874501,0.0,0.0,1.0,0.0
E91,Threshold_11%,0.1,N/A,2.0,1.6296988040293545,0.04762795017765312,0.0,0.0,0.0,0.0
E91,Threshold_11%,0.2,N/A,2.0,1.551888164490349,0.06133984401705398,0.0,0.0,0.0,0.0
E91,Threshold_11%,0.3,N/A,2.0,1.4638966694613575,0.06587461092044761,0.0,0.0,0.0,0.0
E91,Threshold_11%,0.4,N/A,2.0,1.3746928223622883,0.06483901136809463,0.0,0.0,0.0,0.0
E91,Threshold_11%,0.5,N/A,2.0,1.2859010642367332,0.05419563493241234,0.0,0.0,0.0,0.0
E91,Threshold_11%,0.6,N/A,2.0,1.2058027284746102,0.053452682895981506,0.0,0.0,0.0,0.0
E91,Threshold_11%,0.7,N/A,2.0,1.1063179402935297,0.06452515120682316,0.0,0.0,0.0,0.0
E91,Threshold_11%,0.8,N/A,2.0,1.0341315298240152,0.06668616285903346,0.0,0.0,0.0,0.0
E91,Threshold_11%,0.9,N/A,2.0,0.9434816858940422,0.06524676148236405,0.0,0.0,0.0,0.0
E91,Threshold_11%,1.0,N/A,2.0,0.8580949740986357,0.06268970743578851,0.0,0.0,0.0,0.0
E91,IBM_Marrakesh,0.0,N/A,2.0,2.696611803547133,0.11946135576857377,0.16624297583830483,0.023604960321756654,0.0,0.0
E91,IBM_Marrakesh,0.25,N/A,2.0,2.3850370701093135,0.15529220221291734,0.06874381463698627,0.025023459739496615,0.0,1.0
E91,IBM_Marrakesh,0.5,N/A,2.0,2.0210056331876536,0.13475218787506585,0.00610470120741229,0.012290698933003814,0.0,0.5333333333333333
E91,IBM_Marrakesh,0.75,N/A,2.0,1.7536877380503364,0.15344616518834242,0.0,0.0,0.0,0.06666666666666667
E91,IBM_Marrakesh,1.0,N/A,2.0,1.345014379838549,0.15914068540921844,0.0,0.0,0.0,0.0
