Protocol,Channel,P_Noise,F_Eve,Trial,Metric_Name,Metric,SKR,Alarm,Detection_Outcome,N,n_sift,m,n_key,Q,leak_EC
BB84,Ideal_0%,0.0,0.6,60,QBER,0.14285714285714285,0.0,1,0,1000,497,248,249,0.14285714285714285,74
BB84,Ideal_0%,0.0,0.6,61,QBER,0.1520912547528517,0.0,1,0,1000,526,263,263,0.1520912547528517,90
BB84,Ideal_0%,0.0,0.6,62,QBER,0.15221579961464354,0.0,1,0,1000,519,260,259,0.15221579961464354,75
BB84,Ideal_0%,0.0,0.6,63,QBER,0.12298387096774194,0.0,0,1,1000,496,248,248,0.12298387096774194,70
BB84,Ideal_0%,0.0,0.6,64,QBER,0.15020576131687244,0.0,1,0,1000,486,243,243,0.15020576131687244,73
BB84,Ideal_0%,0.0,0.6,65,QBER,0.15821501014198783,0.0,1,0,1000,493,246,247,0.15821501014198783,76
BB84,Ideal_0%,0.0,0.6,66,QBER,0.14084507042253522,0.0,1,0,1000,497,248,249,0.14084507042253522,83
BB84,Ideal_0%,0.0,0.6,67,QBER,0.1811175337186898,0.0,1,0,1000,519,260,259,0.1811175337186898,83
BB84,Ideal_0%,0.0,0.6,68,QBER,0.14432989690721648,0.0,1,0,1000,485,242,243,0.14432989690721648,64
BB84,Ideal_0%,0.0,0.6,69,QBER,0.10020876826722339,0.029068570788772945,0,1,1000,479,240,239,0.10020876826722339,57
BB84,Ideal_0%,0.0,0.6,70,QBER,0.16,0.0,1,0,1000,500,250,250,0.16,78
BB84,Ideal_0%,0.0,0.6,71,QBER,0.13995943204868155,0.0,1,0,1000,493,246,247,0.13995943204868155,70
BB84,Ideal_0%,0.0,0.6,72,QBER,0.13995943204868155,0.0,1,0,1000,493,246,247,0.13995943204868155,85
BB84,Ideal_0%,0.0,0.6,73,QBER,0.13184584178498987,0.0,0,1,1000,493,246,247,0.13184584178498987,85
BB84,Ideal_0%,0.0,0.6,74,QBER,0.13829787234042554,0.0,1,0,1000,470,235,235,0.13829787234042554,67
BB84,Ideal_0%,0.0,0.6,75,QBER,0.14979757085020243,0.0,1,0,1000,494,247,247,0.14979757085020243,85
BB84,Ideal_0%,0.0,0.6,76,QBER,0.14734774066797643,0.0,1,0,1000,509,254,255,0.14734774066797643,83
BB84,Ideal_0%,0.0,0.6,77,QBER,0.1710261569416499,0.0,1,0,1000,497,248,249,0.1710261569416499,71
BB84,Ideal_0%,0.0,0.6,78,QBER,0.14591439688715954,0.0,1,0,1000,514,257,257,0.14591439688715954,63
BB84,Ideal_0%,0.0,0.6,79,QBER,0.16895874263261296,0.0,1,0,1000,509,254,255,0.16895874263261296,83
BB84,Ideal_0%,0.0,0.6,80,QBER,0.16632016632016633,0.0,1,0,1000,481,240,241,0.16632016632016633,64
BB84,Ideal_0%,0.0,0.6,81,QBER,0.15546218487394958,0.0,1,0,1000,476,238,238,0.15546218487394958,78
BB84,Ideal_0%,0.0,0.6,82,QBER,0.14931237721021612,0.0,1,0,1000,509,254,255,0.14931237721021612,71
BB84,Ideal_0%,0.0,0.6,83,QBER,0.16666666666666666,0.0,1,0,1000,492,246,246,0.16666666666666666,70
BB84,Ideal_0%,0.0,0.6,84,QBER,0.1599229287090559,0.0,1,0,1000,519,260,259,0.1599229287090559,69
BB84,Ideal_0%,0.0,0.6,85,QBER,0.14591439688715954,0.0,1,0,1000,514,257,257,0.14591439688715954,78
BB84,Ideal_0%,0.0,0.6,86,QBER,0.17276422764227642,0.0,1,0,1000,492,246,246,0.17276422764227642,85
BB84,Ideal_0%,0.0,0.6,87,QBER,0.13051823416506717,0.0,0,1,1000,521,260,261,0.13051823416506717,72
BB84,Ideal_0%,0.0,0.6,88,QBER,0.18452380952380953,0.0,1,0,1000,504,252,252,0.18452380952380953,82
BB84,Ideal_0%,0.0,0.6,89,QBER,0.16370808678500987,0.0,1,0,1000,507,254,253,0.16370808678500987,68
BB84,Ideal_0%,0.0,0.6,90,QBER,0.1225296442687747,0.0,0,1,1000,506,253,253,0.1225296442687747,68
BB84,Ideal_0%,0.0,0.6,91,QBER,0.13111545988258316,0.0,0,1,1000,511,256,255,0.13111545988258316,71
BB84,Ideal_0%,0.0,0.6,92,QBER,0.142578125,0.0,1,0,1000,512,256,256,0.142578125,77
BB84,Ideal_0%,0.0,0.6,93,QBER,0.14644351464435146,0.0,1,0,1000,478,239,239,0.14644351464435146,72
BB84,Ideal_0%,0.0,0.6,94,QBER,0.1465863453815261,0.0,1,0,1000,498,249,249,0.1465863453815261,68
BB84,Ideal_0%,0.0,0.6,95,QBER,0.15565031982942432,0.0,1,0,1000,469,234,235,0.15565031982942432,80
BB84,Ideal_0%,0.0,0.6,96,QBER,0.14087301587301587,0.0,1,0,1000,504,252,252,0.14087301587301587,80
BB84,Ideal_0%,0.0,0.6,97,QBER,0.15444015444015444,0.0,1,0,1000,518,259,259,0.15444015444015444,92
BB84,Ideal_0%,0.0,0.6,98,QBER,0.15139442231075698,0.0,1,0,1000,502,251,251,0.15139442231075698,80
BB84,Ideal_0%,0.0,0.6,99,QBER,0.12345679012345678,0.0,0,1,1000,486,243,243,0.12345679012345678,67
BB84,Ideal_0%,0.0,0.6,100,QBER,0.14396887159533073,0.0,1,0,1000,514,257,257,0.14396887159533073,72
BB84,Ideal_0%,0.0,0.6,101,QBER,0.14940239043824702,0.0,1,0,1000,502,251,251,0.14940239043824702,82
BB84,Ideal_0%,0.0,0.6,102,QBER,0.16370808678500987,0.0,1,0,1000,507,254,253,0.16370808678500987,80
BB84,Ideal_0%,0.0,0.6,103,QBER,0.18886679920477137,0.0,1,0,1000,503,252,251,0.18886679920477137,74
BB84,Ideal_0%,0.0,0.6,104,QBER,0.138,0.0,1,0,1000,500,250,250,0.138,65
BB84,Ideal_0%,0.0,0.6,105,QBER,0.13060428849902533,0.0,0,1,1000,513,256,257,0.13060428849902533,90
BB84,Ideal_0%,0.0,0.6,106,QBER,0.17782426778242677,0.0,1,0,1000,478,239,239,0.17782426778242677,75
BB84,Ideal_0%,0.0,0.6,107,QBER,0.18333333333333332,0.0,1,0,1000,480,240,240,0.18333333333333332,69
BB84,Ideal_0%,0.0,0.6,108,QBER,0.14906832298136646,0.0,1,0,1000,483,242,241,0.14906832298136646,61
BB84,Ideal_0%,0.0,0.6,109,QBER,0.14489795918367346,0.0,1,0,1000,490,245,245,0.14489795918367346,70
BB84,Ideal_0%,0.0,0.6,110,QBER,0.13549618320610687,0.0,1,0,1000,524,262,262,0.13549618320610687,80
BB84,Ideal_0%,0.0,0.6,111,QBER,0.11570247933884298,0.0,0,1,1000,484,242,242,0.11570247933884298,73
BB84,Ideal_0%,0.0,0.6,112,QBER,0.16666666666666666,0.0,1,0,1000,492,246,246,0.16666666666666666,81
BB84,Ideal_0%,0.0,0.6,113,QBER,0.1794871794871795,0.0,1,0,1000,507,254,253,0.1794871794871795,80
BB84,Ideal_0%,0.0,0.6,114,QBER,0.14341846758349705,0.0,1,0,1000,509,254,255,0.14341846758349705,74
BB84,Ideal_0%,0.0,0.6,115,QBER,0.12596899224806202,0.0,0,1,1000,516,258,258,0.12596899224806202,84
BB84,Ideal_0%,0.0,0.6,116,QBER,0.15109343936381708,0.0,1,0,1000,503,252,251,0.15109343936381708,77
BB84,Ideal_0%,0.0,0.6,117,QBER,0.1626984126984127,0.0,1,0,1000,504,252,252,0.1626984126984127,83
BB84,Ideal_0%,0.0,0.6,118,QBER,0.1465863453815261,0.0,1,0,1000,498,249,249,0.1465863453815261,77
BB84,Ideal_0%,0.0,0.6,119,QBER,0.13219616204690832,0.0,0,1,1000,469,234,235,0.13219616204690832,60
BB84,Ideal_0%,0.0,0.6,120,QBER,0.12859884836852206,0.0,0,1,1000,521,260,261,0.12859884836852206,80
BB84,Ideal_0%,0.0,0.6,121,QBER,0.1339622641509434,0.0,0,1,1000,530,265,265,0.1339622641509434,82
BB84,Ideal_0%,0.0,0.6,122,QBER,0.15139442231075698,0.0,1,0,1000,502,251,251,0.15139442231075698,74
BB84,Ideal_0%,0.0,0.6,123,QBER,0.15418502202643172,0.0,1,0,1000,454,227,227,0.15418502202643172,58
BB84,Ideal_0%,0.0,0.6,124,QBER,0.12345679012345678,0.0,0,1,1000,486,243,243,0.12345679012345678,73
BB84,Ideal_0%,0.0,0.6,125,QBER,0.14979757085020243,0.0,1,0,1000,494,247,247,0.14979757085020243,73
BB84,Ideal_0%,0.0,0.6,126,QBER,0.14455445544554454,0.0,1,0,1000,505,252,253,0.14455445544554454,68
BB84,Ideal_0%,0.0,0.6,127,QBER,0.16798418972332016,0.0,1,0,1000,506,253,253,0.16798418972332016,62
BB84,Ideal_0%,0.0,0.6,128,QBER,0.16403162055335968,0.0,1,0,1000,506,253,253,0.16403162055335968,74
BB84,Ideal_0%,0.0,0.6,129,QBER,0.15430861723446893,0.0,1,0,1000,499,250,249,0.15430861723446893,74
BB84,Ideal_0%,0.0,0.6,130,QBER,0.14342629482071714,0.0,1,0,1000,502,251,251,0.14342629482071714,56
BB84,Ideal_0%,0.0,0.6,131,QBER,0.1609442060085837,0.0,1,0,1000,466,233,233,0.1609442060085837,69
BB84,Ideal_0%,0.0,0.6,132,QBER,0.1517509727626459,0.0,1,0,1000,514,257,257,0.1517509727626459,69
BB84,Ideal_0%,0.0,0.6,133,QBER,0.1252371916508539,0.0,0,1,1000,527,264,263,0.1252371916508539,72
BB84,Ideal_0%,0.0,0.6,134,QBER,0.1437246963562753,0.0,1,0,1000,494,247,247,0.1437246963562753,69
BB84,Ideal_0%,0.0,0.6,135,QBER,0.1446028513238289,0.0,1,0,1000,491,246,245,0.1446028513238289,70
BB84,Ideal_0%,0.0,0.6,136,QBER,0.15717092337917485,0.0,1,0,1000,509,254,255,0.15717092337917485,68
BB84,Ideal_0%,0.0,0.6,137,QBER,0.14198782961460446,0.0,1,0,1000,493,246,247,0.14198782961460446,73
BB84,Ideal_0%,0.0,0.6,138,QBER,0.14931237721021612,0.0,1,0,1000,509,254,255,0.14931237721021612,77
BB84,Ideal_0%,0.0,0.6,139,QBER,0.17525773195876287,0.0,1,0,1000,485,242,243,0.17525773195876287,88
BB84,Ideal_0%,0.0,0.6,140,QBER,0.15810276679841898,0.0,1,0,1000,506,253,253,0.15810276679841898,80
BB84,Ideal_0%,0.0,0.6,141,QBER,0.14694656488549618,0.0,1,0,1000,524,262,262,0.14694656488549618,87
BB84,Ideal_0%,0.0,0.6,142,QBER,0.13846153846153847,0.0,1,0,1000,520,260,260,0.13846153846153847,90
BB84,Ideal_0%,0.0,0.6,143,QBER,0.14747474747474748,0.0,1,0,1000,495,248,247,0.14747474747474748,87
BB84,Ideal_0%,0.0,0.6,144,QBER,0.12981744421906694,0.0,0,1,1000,493,246,247,0.12981744421906694,82
BB84,Ideal_0%,0.0,0.6,145,QBER,0.15822784810126583,0.0,1,0,1000,474,237,237,0.15822784810126583,66
BB84,Ideal_0%,0.0,0.6,146,QBER,0.1556420233463035,0.0,1,0,1000,514,257,257,0.1556420233463035,87
BB84,Ideal_0%,0.0,0.6,147,QBER,0.1506849315068493,0.0,1,0,1000,511,256,255,0.1506849315068493,83
BB84,Ideal_0%,0.0,0.6,148,QBER,0.15778688524590165,0.0,1,0,1000,488,244,244,0.15778688524590165,78
BB84,Ideal_0%,0.0,0.6,149,QBER,0.14315352697095435,0.0,1,0,1000,482,241,241,0.14315352697095435,70
BB84,Ideal_0%,0.0,0.6,150,QBER,0.13524590163934427,0.0,1,0,1000,488,244,244,0.13524590163934427,63
BB84,Ideal_0%,0.0,0.6,151,QBER,0.13496932515337423,0.0,0,1,1000,489,244,245,0.13496932515337423,85
BB84,Ideal_0%,0.0,0.6,152,QBER,0.1443089430894309,0.0,1,0,1000,492,246,246,0.1443089430894309,67
BB84,Ideal_0%,0.0,0.6,153,QBER,0.156,0.0,1,0,1000,500,250,250,0.156,80
BB84,Ideal_0%,0.0,0.6,154,QBER,0.13255360623781676,0.0,0,1,1000,513,256,257,0.13255360623781676,72
BB84,Ideal_0%,0.0,0.6,155,QBER,0.13346613545816732,0.0,0,1,1000,502,251,251,0.13346613545816732,80
BB84,Ideal_0%,0.0,0.6,156,QBER,0.13609467455621302,0.0,1,0,1000,507,254,253,0.13609467455621302,68
BB84,Ideal_0%,0.0,0.6,157,QBER,0.142,0.0,1,0,1000,500,250,250,0.142,74
BB84,Ideal_0%,0.0,0.6,158,QBER,0.16768916155419222,0.0,1,0,1000,489,244,245,0.16768916155419222,88
BB84,Ideal_0%,0.0,0.6,159,QBER,0.14056224899598393,0.0,1,0,1000,498,249,249,0.14056224899598393,71
BB84,Ideal_0%,0.0,0.6,160,QBER,0.1419753086419753,0.0,1,0,1000,486,243,243,0.1419753086419753,70
BB84,Ideal_0%,0.0,0.6,161,QBER,0.16098484848484848,0.0,1,0,1000,528,264,264,0.16098484848484848,75
BB84,Ideal_0%,0.0,0.6,162,QBER,0.15551181102362205,0.0,1,0,1000,508,254,254,0.15551181102362205,86
BB84,Ideal_0%,0.0,0.6,163,QBER,0.13445378151260504,0.0,0,1,1000,476,238,238,0.13445378151260504,72
BB84,Ideal_0%,0.0,0.6,164,QBER,0.13372093023255813,0.0,0,1,1000,516,258,258,0.13372093023255813,78
BB84,Ideal_0%,0.0,0.6,165,QBER,0.1576923076923077,0.0,1,0,1000,520,260,260,0.1576923076923077,66
BB84,Ideal_0%,0.0,0.6,166,QBER,0.16353383458646617,0.0,1,0,1000,532,266,266,0.16353383458646617,76
BB84,Ideal_0%,0.0,0.6,167,QBER,0.16733067729083664,0.0,1,0,1000,502,251,251,0.16733067729083664,83
BB84,Ideal_0%,0.0,0.6,168,QBER,0.14478764478764478,0.0,1,0,1000,518,259,259,0.14478764478764478,69
BB84,Ideal_0%,0.0,0.6,169,QBER,0.13496932515337423,0.0,0,1,1000,489,244,245,0.13496932515337423,64
BB84,Ideal_0%,0.0,0.6,170,QBER,0.15324165029469547,0.0,1,0,1000,509,254,255,0.15324165029469547,74
BB84,Ideal_0%,0.0,0.6,171,QBER,0.16173570019723865,0.0,1,0,1000,507,254,253,0.16173570019723865,68
BB84,Ideal_0%,0.0,0.6,172,QBER,0.1377245508982036,0.0,1,0,1000,501,250,251,0.1377245508982036,74
BB84,Ideal_0%,0.0,0.6,173,QBER,0.13855421686746988,0.0,1,0,1000,498,249,249,0.13855421686746988,71
BB84,Ideal_0%,0.0,0.6,174,QBER,0.17078189300411523,0.0,1,0,1000,486,243,243,0.17078189300411523,73
BB84,Ideal_0%,0.0,0.6,175,QBER,0.15778688524590165,0.0,1,0,1000,488,244,244,0.15778688524590165,78
BB84,Ideal_0%,0.0,0.6,176,QBER,0.15841584158415842,0.0,1,0,1000,505,252,253,0.15841584158415842,74
BB84,Ideal_0%,0.0,0.6,177,QBER,0.1279527559055118,0.0,0,1,1000,508,254,254,0.1279527559055118,74
BB84,Ideal_0%,0.0,0.6,178,QBER,0.1348747591522158,0.0,0,1,1000,519,260,259,0.1348747591522158,72
BB84,Ideal_0%,0.0,0.6,179,QBER,0.15,0.0,1,0,1000,480,240,240,0.15,57
BB84,Ideal_0%,0.0,0.6,180,QBER,0.1663286004056795,0.0,1,0,1000,493,246,247,0.1663286004056795,70
BB84,Ideal_0%,0.0,0.6,181,QBER,0.15289256198347106,0.0,1,0,1000,484,242,242,0.15289256198347106,77
BB84,Ideal_0%,0.0,0.6,182,QBER,0.15308151093439365,0.0,1,0,1000,503,252,251,0.15308151093439365,79
BB84,Ideal_0%,0.0,0.6,183,QBER,0.16952789699570817,0.0,1,0,1000,466,233,233,0.16952789699570817,78
BB84,Ideal_0%,0.0,0.6,184,QBER,0.1437125748502994,0.0,1,0,1000,501,250,251,0.1437125748502994,86
BB84,Ideal_0%,0.0,0.6,185,QBER,0.12655601659751037,0.0,0,1,1000,482,241,241,0.12655601659751037,76
BB84,Ideal_0%,0.0,0.6,186,QBER,0.13588110403397027,0.0,1,0,1000,471,236,235,0.13588110403397027,81
BB84,Ideal_0%,0.0,0.6,187,QBER,0.1254980079681275,0.0,0,1,1000,502,251,251,0.1254980079681275,68
BB84,Ideal_0%,0.0,0.6,188,QBER,0.13513513513513514,0.0,1,0,1000,481,240,241,0.13513513513513514,70
BB84,Ideal_0%,0.0,0.6,189,QBER,0.13453815261044177,0.0,0,1,1000,498,249,249,0.13453815261044177,62
BB84,Ideal_0%,0.0,0.6,190,QBER,0.12151394422310757,0.0,0,1,1000,502,251,251,0.12151394422310757,67
BB84,Ideal_0%,0.0,0.6,191,QBER,0.15217391304347827,0.0,1,0,1000,506,253,253,0.15217391304347827,68
BB84,Ideal_0%,0.0,0.6,192,QBER,0.18467583497053044,0.0,1,0,1000,509,254,255,0.18467583497053044,80
BB84,Ideal_0%,0.0,0.6,193,QBER,0.166,0.0,1,0,1000,500,250,250,0.166,71
BB84,Ideal_0%,0.0,0.6,194,QBER,0.17276422764227642,0.0,1,0,1000,492,246,246,0.17276422764227642,78
BB84,Ideal_0%,0.0,0.6,195,QBER,0.14722753346080306,0.0,1,0,1000,523,262,261,0.14722753346080306,95
BB84,Ideal_0%,0.0,0.6,196,QBER,0.16735537190082644,0.0,1,0,1000,484,242,242,0.16735537190082644,77
BB84,Ideal_0%,0.0,0.6,197,QBER,0.16367265469061876,0.0,1,0,1000,501,250,251,0.16367265469061876,76
BB84,Ideal_0%,0.0,0.6,198,QBER,0.16768916155419222,0.0,1,0,1000,489,244,245,0.16768916155419222,82
BB84,Ideal_0%,0.0,0.6,199,QBER,0.12403100775193798,0.0,0,1,1000,516,258,258,0.12403100775193798,75
BB84,Ideal_0%,0.0,0.7,0,QBER,0.20040485829959515,0.0,1,0,1000,494,247,247,0.20040485829959515,70
BB84,Ideal_0%,0.0,0.7,1,QBER,0.18722466960352424,0.0,1,0,1000,454,227,227,0.18722466960352424,78
BB84,Ideal_0%,0.0,0.7,2,QBER,0.16865079365079366,0.0,1,0,1000,504,252,252,0.16865079365079366,88
BB84,Ideal_0%,0.0,0.7,3,QBER,0.15461847389558234,0.0,1,0,1000,498,249,249,0.15461847389558234,80
BB84,Ideal_0%,0.0,0.7,4,QBER,0.20412371134020618,0.0,1,0,1000,485,242,243,0.20412371134020618,88
BB84,Ideal_0%,0.0,0.7,5,QBER,0.1854043392504931,0.0,1,0,1000,507,254,253,0.1854043392504931,65
BB84,Ideal_0%,0.0,0.7,6,QBER,0.19094488188976377,0.0,1,0,1000,508,254,254,0.19094488188976377,91
BB84,Ideal_0%,0.0,0.7,7,QBER,0.1464968152866242,0.0,1,0,1000,471,236,235,0.1464968152866242,77
BB84,Ideal_0%,0.0,0.7,8,QBER,0.18304431599229287,0.0,1,0,1000,519,260,259,0.18304431599229287,84
BB84,Ideal_0%,0.0,0.7,9,QBER,0.18473895582329317,0.0,1,0,1000,498,249,249,0.18473895582329317,71
BB84,Ideal_0%,0.0,0.7,10,QBER,0.18,0.0,1,0,1000,500,250,250,0.18,89
BB84,Ideal_0%,0.0,0.7,11,QBER,0.16829745596868884,0.0,1,0,1000,511,256,255,0.16829745596868884,74
BB84,Ideal_0%,0.0,0.7,12,QBER,0.17124735729386892,0.0,1,0,1000,473,236,237,0.17124735729386892,77
BB84,Ideal_0%,0.0,0.7,13,QBER,0.19960474308300397,0.0,1,0,1000,506,253,253,0.19960474308300397,85
BB84,Ideal_0%,0.0,0.7,14,QBER,0.18816067653276955,0.0,1,0,1000,473,236,237,0.18816067653276955,66
BB84,Ideal_0%,0.0,0.7,15,QBER,0.17995910020449898,0.0,1,0,1000,489,244,245,0.17995910020449898,67
BB84,Ideal_0%,0.0,0.7,16,QBER,0.2205029013539652,0.0,1,0,1000,517,258,259,0.2205029013539652,84
BB84,Ideal_0%,0.0,0.7,17,QBER,0.172,0.0,1,0,1000,500,250,250,0.172,74
BB84,Ideal_0%,0.0,0.7,18,QBER,0.18317757009345795,0.0,1,0,1000,535,268,267,0.18317757009345795,91
BB84,Ideal_0%,0.0,0.7,19,QBER,0.1839323467230444,0.0,1,0,1000,473,236,237,0.1839323467230444,86
BB84,Ideal_0%,0.0,0.7,20,QBER,0.15247524752475247,0.0,1,0,1000,505,252,253,0.15247524752475247,86
BB84,Ideal_0%,0.0,0.7,21,QBER,0.15168539325842698,0.0,1,0,1000,534,267,267,0.15168539325842698,73
BB84,Ideal_0%,0.0,0.7,22,QBER,0.181640625,0.0,1,0,1000,512,256,256,0.181640625,80
BB84,Ideal_0%,0.0,0.7,23,QBER,0.20454545454545456,0.0,1,0,1000,484,242,242,0.20454545454545456,59
BB84,Ideal_0%,0.0,0.7,24,QBER,0.1650294695481336,0.0,1,0,1000,509,254,255,0.1650294695481336,62
BB84,Ideal_0%,0.0,0.7,25,QBER,0.19120458891013384,0.0,1,0,1000,523,262,261,0.19120458891013384,78
BB84,Ideal_0%,0.0,0.7,26,QBER,0.142570281124498,0.0,1,0,1000,498,249,249,0.142570281124498,68
BB84,Ideal_0%,0.0,0.7,27,QBER,0.1761252446183953,0.0,1,0,1000,511,256,255,0.1761252446183953,77
BB84,Ideal_0%,0.0,0.7,28,QBER,0.1541501976284585,0.0,1,0,1000,506,253,253,0.1541501976284585,77
BB84,Ideal_0%,0.0,0.7,29,QBER,0.19603960396039605,0.0,1,0,1000,505,252,253,0.19603960396039605,86
BB84,Ideal_0%,0.0,0.7,30,QBER,0.1828358208955224,0.0,1,0,1000,536,268,268,0.1828358208955224,66
BB84,Ideal_0%,0.0,0.7,31,QBER,0.172,0.0,1,0,1000,500,250,250,0.172,75
BB84,Ideal_0%,0.0,0.7,32,QBER,0.16153846153846155,0.0,1,0,1000,520,260,260,0.16153846153846155,77
BB84,Ideal_0%,0.0,0.7,33,QBER,0.16666666666666666,0.0,1,0,1000,498,249,249,0.16666666666666666,83
BB84,Ideal_0%,0.0,0.7,34,QBER,0.16966067864271456,0.0,1,0,1000,501,250,251,0.16966067864271456,79
BB84,Ideal_0%,0.0,0.7,35,QBER,0.16475095785440613,0.0,1,0,1000,522,261,261,0.16475095785440613,87
BB84,Ideal_0%,0.0,0.7,36,QBER,0.17782026768642448,0.0,1,0,1000,523,262,261,0.17782026768642448,87
BB84,Ideal_0%,0.0,0.7,37,QBER,0.1738241308793456,0.0,1,0,1000,489,244,245,0.1738241308793456,52
BB84,Ideal_0%,0.0,0.7,38,QBER,0.1625,0.0,1,0,1000,480,240,240,0.1625,81
BB84,Ideal_0%,0.0,0.7,39,QBER,0.19433198380566802,0.0,1,0,1000,494,247,247,0.19433198380566802,79
BB84,Ideal_0%,0.0,0.7,40,QBER,0.18329938900203666,0.0,1,0,1000,491,246,245,0.18329938900203666,78
BB84,Ideal_0%,0.0,0.7,41,QBER,0.17346938775510204,0.0,1,0,1000,490,245,245,0.17346938775510204,85
BB84,Ideal_0%,0.0,0.7,42,QBER,0.14867617107942974,0.0,1,0,1000,491,246,245,0.14867617107942974,79
BB84,Ideal_0%,0.0,0.7,43,QBER,0.2024793388429752,0.0,1,0,1000,484,242,242,0.2024793388429752,77
BB84,Ideal_0%,0.0,0.7,44,QBER,0.19467213114754098,0.0,1,0,1000,488,244,244,0.19467213114754098,81
BB84,Ideal_0%,0.0,0.7,45,QBER,0.17,0.0,1,0,1000,500,250,250,0.17,74
BB84,Ideal_0%,0.0,0.7,46,QBER,0.201980198019802,0.0,1,0,1000,505,252,253,0.201980198019802,83
BB84,Ideal_0%,0.0,0.7,47,QBER,0.14553014553014554,0.0,1,0,1000,481,240,241,0.14553014553014554,73
BB84,Ideal_0%,0.0,0.7,48,QBER,0.15984405458089668,0.0,1,0,1000,513,256,257,0.15984405458089668,96
BB84,Ideal_0%,0.0,0.7,49,QBER,0.15555555555555556,0.0,1,0,1000,495,248,247,0.15555555555555556,58
BB84,Ideal_0%,0.0,0.7,50,QBER,0.16096579476861167,0.0,1,0,1000,497,248,249,0.16096579476861167,86
BB84,Ideal_0%,0.0,0.7,51,QBER,0.16730038022813687,0.0,1,0,1000,526,263,263,0.16730038022813687,78
BB84,Ideal_0%,0.0,0.7,52,QBER,0.1599229287090559,0.0,1,0,1000,519,260,259,0.1599229287090559,69
BB84,Ideal_0%,0.0,0.7,53,QBER,0.15725806451612903,0.0,1,0,1000,496,248,248,0.15725806451612903,88
BB84,Ideal_0%,0.0,0.7,54,QBER,0.18106995884773663,0.0,1,0,1000,486,243,243,0.18106995884773663,79
BB84,Ideal_0%,0.0,0.7,55,QBER,0.18052738336713997,0.0,1,0,1000,493,246,247,0.18052738336713997,70
BB84,Ideal_0%,0.0,0.7,56,QBER,0.193158953722334,0.0,1,0,1000,497,248,249,0.193158953722334,77
BB84,Ideal_0%,0.0,0.7,57,QBER,0.18882466281310212,0.0,1,0,1000,519,260,259,0.18882466281310212,84
BB84,Ideal_0%,0.0,0.7,58,QBER,0.18969072164948453,0.0,1,0,1000,485,242,243,0.18969072164948453,76
BB84,Ideal_0%,0.0,0.7,59,QBER,0.12943632567849686,0.0,0,1,1000,479,240,239,0.12943632567849686,77
BB84,Ideal_0%,0.0,0.7,60,QBER,0.2,0.0,1,0,1000,500,250,250,0.2,63
BB84,Ideal_0%,0.0,0.7,61,QBER,0.17038539553752535,0.0,1,0,1000,493,246,247,0.17038539553752535,79
BB84,Ideal_0%,0.0,0.7,62,QBER,0.16024340770791076,0.0,1,0,1000,493,246,247,0.16024340770791076,73
BB84,Ideal_0%,0.0,0.7,63,QBER,0.1460446247464503,0.0,1,0,1000,493,246,247,0.1460446247464503,79
BB84,Ideal_0%,0.0,0.7,64,QBER,0.19787234042553192,0.0,1,0,1000,470,235,235,0.19787234042553192,61
BB84,Ideal_0%,0.0,0.7,65,QBER,0.15384615384615385,0.0,1,0,1000,494,247,247,0.15384615384615385,70
BB84,Ideal_0%,0.0,0.7,66,QBER,0.18860510805500982,0.0,1,0,1000,509,254,255,0.18860510805500982,68
BB84,Ideal_0%,0.0,0.7,67,QBER,0.17706237424547283,0.0,1,0,1000,497,248,249,0.17706237424547283,95
BB84,Ideal_0%,0.0,0.7,68,QBER,0.1867704280155642,0.0,1,0,1000,514,257,257,0.1867704280155642,69
BB84,Ideal_0%,0.0,0.7,69,QBER,0.1512770137524558,0.0,1,0,1000,509,254,255,0.1512770137524558,83
BB84,Ideal_0%,0.0,0.7,70,QBER,0.1600831600831601,0.0,1,0,1000,481,240,241,0.1600831600831601,70
BB84,Ideal_0%,0.0,0.7,71,QBER,0.19327731092436976,0.0,1,0,1000,476,238,238,0.19327731092436976,74
BB84,Ideal_0%,0.0,0.7,72,QBER,0.1944990176817289,0.0,1,0,1000,509,254,255,0.1944990176817289,74
BB84,Ideal_0%,0.0,0.7,73,QBER,0.18902439024390244,0.0,1,0,1000,492,246,246,0.18902439024390244,78
BB84,Ideal_0%,0.0,0.7,74,QBER,0.18882466281310212,0.0,1,0,1000,519,260,259,0.18882466281310212,72
BB84,Ideal_0%,0.0,0.7,75,QBER,0.17704280155642024,0.0,1,0,1000,514,257,257,0.17704280155642024,87
BB84,Ideal_0%,0.0,0.7,76,QBER,0.18089430894308944,0.0,1,0,1000,492,246,246,0.18089430894308944,82
BB84,Ideal_0%,0.0,0.7,77,QBER,0.14779270633397312,0.0,1,0,1000,521,260,261,0.14779270633397312,81
BB84,Ideal_0%,0.0,0.7,78,QBER,0.18452380952380953,0.0,1,0,1000,504,252,252,0.18452380952380953,86
BB84,Ideal_0%,0.0,0.7,79,QBER,0.16173570019723865,0.0,1,0,1000,507,254,253,0.16173570019723865,86
BB84,Ideal_0%,0.0,0.7,80,QBER,0.1857707509881423,0.0,1,0,1000,506,253,253,0.1857707509881423,82
BB84,Ideal_0%,0.0,0.7,81,QBER,0.17025440313111545,0.0,1,0,1000,511,256,255,0.17025440313111545,86
BB84,Ideal_0%,0.0,0.7,82,QBER,0.1796875,0.0,1,0,1000,512,256,256,0.1796875,74
