Protocol,Channel,P_Noise,F_Eve,Trial,Metric_Name,Metric,SKR,Alarm,Detection_Outcome,N,n_sift,m,n_key,Q,leak_EC
BB84,Ideal_0%,0.0,0.0,0,QBER,0.0,0.515,0,0,1000,515,258,257,0.0,33
BB84,Ideal_0%,0.0,0.0,1,QBER,0.0,0.484,0,0,1000,484,242,242,0.0,31
BB84,Ideal_0%,0.0,0.0,2,QBER,0.0,0.474,0,0,1000,474,237,237,0.0,30
BB84,Ideal_0%,0.0,0.0,3,QBER,0.0,0.519,0,0,1000,519,260,259,0.0,33
BB84,Ideal_0%,0.0,0.0,4,QBER,0.0,0.487,0,0,1000,487,244,243,0.0,31
BB84,Ideal_0%,0.0,0.0,5,QBER,0.0,0.517,0,0,1000,517,258,259,0.0,33
BB84,Ideal_0%,0.0,0.0,6,QBER,0.0,0.55,0,0,1000,550,275,275,0.0,35
BB84,Ideal_0%,0.0,0.0,7,QBER,0.0,0.489,0,0,1000,489,244,245,0.0,31
BB84,Ideal_0%,0.0,0.0,8,QBER,0.0,0.494,0,0,1000,494,247,247,0.0,31
BB84,Ideal_0%,0.0,0.0,9,QBER,0.0,0.507,0,0,1000,507,254,253,0.0,32
BB84,Ideal_0%,0.0,0.0,10,QBER,0.0,0.498,0,0,1000,498,249,249,0.0,32
BB84,Ideal_0%,0.0,0.0,11,QBER,0.0,0.481,0,0,1000,481,240,241,0.0,31
BB84,Ideal_0%,0.0,0.0,12,QBER,0.0,0.513,0,0,1000,513,256,257,0.0,33
BB84,Ideal_0%,0.0,0.0,13,QBER,0.0,0.479,0,0,1000,479,240,239,0.0,30
BB84,Ideal_0%,0.0,0.0,14,QBER,0.0,0.487,0,0,1000,487,244,243,0.0,31
BB84,Ideal_0%,0.0,0.0,15,QBER,0.0,0.485,0,0,1000,485,242,243,0.0,31
BB84,Ideal_0%,0.0,0.0,16,QBER,0.0,0.479,0,0,1000,479,240,239,0.0,30
BB84,Ideal_0%,0.0,0.0,17,QBER,0.0,0.511,0,0,1000,511,256,255,0.0,32
BB84,Ideal_0%,0.0,0.0,18,QBER,0.0,0.504,0,0,1000,504,252,252,0.0,32
BB84,Ideal_0%,0.0,0.0,19,QBER,0.0,0.519,0,0,1000,519,260,259,0.0,33
BB84,Ideal_0%,0.0,0.0,20,QBER,0.0,0.515,0,0,1000,515,258,257,0.0,33
BB84,Ideal_0%,0.0,0.0,21,QBER,0.0,0.499,0,0,1000,499,250,249,0.0,32
BB84,Ideal_0%,0.0,0.0,22,QBER,0.0,0.495,0,0,1000,495,248,247,0.0,31
BB84,Ideal_0%,0.0,0.0,23,QBER,0.0,0.512,0,0,1000,512,256,256,0.0,32
BB84,Ideal_0%,0.0,0.0,24,QBER,0.0,0.488,0,0,1000,488,244,244,0.0,31
BB84,Ideal_0%,0.0,0.0,25,QBER,0.0,0.513,0,0,1000,513,256,257,0.0,33
BB84,Ideal_0%,0.0,0.0,26,QBER,0.0,0.497,0,0,1000,497,248,249,0.0,32
BB84,Ideal_0%,0.0,0.0,27,QBER,0.0,0.492,0,0,1000,492,246,246,0.0,31
BB84,Ideal_0%,0.0,0.0,28,QBER,0.0,0.503,0,0,1000,503,252,251,0.0,32
BB84,Ideal_0%,0.0,0.0,29,QBER,0.0,0.481,0,0,1000,481,240,241,0.0,31
BB84,Ideal_0%,0.0,0.0,30,QBER,0.0,0.492,0,0,1000,492,246,246,0.0,31
BB84,Ideal_0%,0.0,0.0,31,QBER,0.0,0.508,0,0,1000,508,254,254,0.0,32
BB84,Ideal_0%,0.0,0.0,32,QBER,0.0,0.535,0,0,1000,535,268,267,0.0,34
BB84,Ideal_0%,0.0,0.0,33,QBER,0.0,0.495,0,0,1000,495,248,247,0.0,31
BB84,Ideal_0%,0.0,0.0,34,QBER,0.0,0.515,0,0,1000,515,258,257,0.0,33
BB84,Ideal_0%,0.0,0.0,35,QBER,0.0,0.483,0,0,1000,483,242,241,0.0,31
BB84,Ideal_0%,0.0,0.0,36,QBER,0.0,0.497,0,0,1000,497,248,249,0.0,32
BB84,Ideal_0%,0.0,0.0,37,QBER,0.0,0.505,0,0,1000,505,252,253,0.0,32
BB84,Ideal_0%,0.0,0.0,38,QBER,0.0,0.465,0,0,1000,465,232,233,0.0,30
BB84,Ideal_0%,0.0,0.0,39,QBER,0.0,0.48,0,0,1000,480,240,240,0.0,30
BB84,Ideal_0%,0.0,0.0,40,QBER,0.0,0.499,0,0,1000,499,250,249,0.0,32
BB84,Ideal_0%,0.0,0.0,41,QBER,0.0,0.506,0,0,1000,506,253,253,0.0,32
BB84,Ideal_0%,0.0,0.0,42,QBER,0.0,0.488,0,0,1000,488,244,244,0.0,31
BB84,Ideal_0%,0.0,0.0,43,QBER,0.0,0.486,0,0,1000,486,243,243,0.0,31
BB84,Ideal_0%,0.0,0.0,44,QBER,0.0,0.49,0,0,1000,490,245,245,0.0,31
BB84,Ideal_0%,0.0,0.0,45,QBER,0.0,0.516,0,0,1000,516,258,258,0.0,33
BB84,Ideal_0%,0.0,0.0,46,QBER,0.0,0.5,0,0,1000,500,250,250,0.0,32
BB84,Ideal_0%,0.0,0.0,47,QBER,0.0,0.519,0,0,1000,519,260,259,0.0,33
BB84,Ideal_0%,0.0,0.0,48,QBER,0.0,0.503,0,0,1000,503,252,251,0.0,32
BB84,Ideal_0%,0.0,0.0,49,QBER,0.0,0.508,0,0,1000,508,254,254,0.0,32
BB84,Ideal_0%,0.0,0.0,50,QBER,0.0,0.516,0,0,1000,516,258,258,0.0,33
BB84,Ideal_0%,0.0,0.0,51,QBER,0.0,0.508,0,0,1000,508,254,254,0.0,32
BB84,Ideal_0%,0.0,0.0,52,QBER,0.0,0.479,0,0,1000,479,240,239,0.0,30
BB84,Ideal_0%,0.0,0.0,53,QBER,0.0,0.503,0,0,1000,503,252,251,0.0,32
BB84,Ideal_0%,0.0,0.0,54,QBER,0.0,0.509,0,0,1000,509,254,255,0.0,32
BB84,Ideal_0%,0.0,0.0,55,QBER,0.0,0.464,0,0,1000,464,232,232,0.0,29
BB84,Ideal_0%,0.0,0.0,56,QBER,0.0,0.539,0,0,1000,539,270,269,0.0,34
BB84,Ideal_0%,0.0,0.0,57,QBER,0.0,0.487,0,0,1000,487,244,243,0.0,31
BB84,Ideal_0%,0.0,0.0,58,QBER,0.0,0.489,0,0,1000,489,244,245,0.0,31
BB84,Ideal_0%,0.0,0.0,59,QBER,0.0,0.482,0,0,1000,482,241,241,0.0,31
BB84,Ideal_0%,0.0,0.0,60,QBER,0.0,0.482,0,0,1000,482,241,241,0.0,31
BB84,Ideal_0%,0.0,0.0,61,QBER,0.0,0.514,0,0,1000,514,257,257,0.0,33
BB84,Ideal_0%,0.0,0.0,62,QBER,0.0,0.499,0,0,1000,499,250,249,0.0,32
BB84,Ideal_0%,0.0,0.0,63,QBER,0.0,0.513,0,0,1000,513,256,257,0.0,33
BB84,Ideal_0%,0.0,0.0,64,QBER,0.0,0.511,0,0,1000,511,256,255,0.0,32
BB84,Ideal_0%,0.0,0.0,65,QBER,0.0,0.496,0,0,1000,496,248,248,0.0,31
BB84,Ideal_0%,0.0,0.0,66,QBER,0.0,0.5,0,0,1000,500,250,250,0.0,32
BB84,Ideal_0%,0.0,0.0,67,QBER,0.0,0.493,0,0,1000,493,246,247,0.0,31
BB84,Ideal_0%,0.0,0.0,68,QBER,0.0,0.529,0,0,1000,529,264,265,0.0,34
BB84,Ideal_0%,0.0,0.0,69,QBER,0.0,0.518,0,0,1000,518,259,259,0.0,33
BB84,Ideal_0%,0.0,0.0,70,QBER,0.0,0.494,0,0,1000,494,247,247,0.0,31
BB84,Ideal_0%,0.0,0.0,71,QBER,0.0,0.454,0,0,1000,454,227,227,0.0,29
BB84,Ideal_0%,0.0,0.0,72,QBER,0.0,0.504,0,0,1000,504,252,252,0.0,32
BB84,Ideal_0%,0.0,0.0,73,QBER,0.0,0.498,0,0,1000,498,249,249,0.0,32
BB84,Ideal_0%,0.0,0.0,74,QBER,0.0,0.485,0,0,1000,485,242,243,0.0,31
BB84,Ideal_0%,0.0,0.0,75,QBER,0.0,0.507,0,0,1000,507,254,253,0.0,32
BB84,Ideal_0%,0.0,0.0,76,QBER,0.0,0.508,0,0,1000,508,254,254,0.0,32
BB84,Ideal_0%,0.0,0.0,77,QBER,0.0,0.471,0,0,1000,471,236,235,0.0,30
BB84,Ideal_0%,0.0,0.0,78,QBER,0.0,0.519,0,0,1000,519,260,259,0.0,33
BB84,Ideal_0%,0.0,0.0,79,QBER,0.0,0.498,0,0,1000,498,249,249,0.0,32
BB84,Ideal_0%,0.0,0.0,80,QBER,0.0,0.5,0,0,1000,500,250,250,0.0,32
BB84,Ideal_0%,0.0,0.0,81,QBER,0.0,0.511,0,0,1000,511,256,255,0.0,32
BB84,Ideal_0%,0.0,0.0,82,QBER,0.0,0.473,0,0,1000,473,236,237,0.0,30
BB84,Ideal_0%,0.0,0.0,83,QBER,0.0,0.506,0,0,1000,506,253,253,0.0,32
BB84,Ideal_0%,0.0,0.0,84,QBER,0.0,0.473,0,0,1000,473,236,237,0.0,30
BB84,Ideal_0%,0.0,0.0,85,QBER,0.0,0.489,0,0,1000,489,244,245,0.0,31
BB84,Ideal_0%,0.0,0.0,86,QBER,0.0,0.517,0,0,1000,517,258,259,0.0,33
BB84,Ideal_0%,0.0,0.0,87,QBER,0.0,0.5,0,0,1000,500,250,250,0.0,32
BB84,Ideal_0%,0.0,0.0,88,QBER,0.0,0.535,0,0,1000,535,268,267,0.0,34
BB84,Ideal_0%,0.0,0.0,89,QBER,0.0,0.473,0,0,1000,473,236,237,0.0,30
BB84,Ideal_0%,0.0,0.0,90,QBER,0.0,0.505,0,0,1000,505,252,253,0.0,32
BB84,Ideal_0%,0.0,0.0,91,QBER,0.0,0.534,0,0,1000,534,267,267,0.0,34
BB84,Ideal_0%,0.0,0.0,92,QBER,0.0,0.512,0,0,1000,512,256,256,0.0,32
BB84,Ideal_0%,0.0,0.0,93,QBER,0.0,0.484,0,0,1000,484,242,242,0.0,31
BB84,Ideal_0%,0.0,0.0,94,QBER,0.0,0.509,0,0,1000,509,254,255,0.0,32
BB84,Ideal_0%,0.0,0.0,95,QBER,0.0,0.523,0,0,1000,523,262,261,0.0,33
BB84,Ideal_0%,0.0,0.0,96,QBER,0.0,0.498,0,0,1000,498,249,249,0.0,32
BB84,Ideal_0%,0.0,0.0,97,QBER,0.0,0.511,0,0,1000,511,256,255,0.0,32
BB84,Ideal_0%,0.0,0.0,98,QBER,0.0,0.506,0,0,1000,506,253,253,0.0,32
BB84,Ideal_0%,0.0,0.0,99,QBER,0.0,0.505,0,0,1000,505,252,253,0.0,32
BB84,Ideal_0%,0.0,0.0,100,QBER,0.0,0.536,0,0,1000,536,268,268,0.0,34
BB84,Ideal_0%,0.0,0.0,101,QBER,0.0,0.5,0,0,1000,500,250,250,0.0,32
BB84,Ideal_0%,0.0,0.0,102,QBER,0.0,0.52,0,0,1000,520,260,260,0.0,33
BB84,Ideal_0%,0.0,0.0,103,QBER,0.0,0.498,0,0,1000,498,249,249,0.0,32
BB84,Ideal_0%,0.0,0.0,104,QBER,0.0,0.501,0,0,1000,501,250,251,0.0,32
BB84,Ideal_0%,0.0,0.0,105,QBER,0.0,0.522,0,0,1000,522,261,261,0.0,33
BB84,Ideal_0%,0.0,0.0,106,QBER,0.0,0.523,0,0,1000,523,262,261,0.0,33
BB84,Ideal_0%,0.0,0.0,107,QBER,0.0,0.489,0,0,1000,489,244,245,0.0,31
BB84,Ideal_0%,0.0,0.0,108,QBER,0.0,0.48,0,0,1000,480,240,240,0.0,30
BB84,Ideal_0%,0.0,0.0,109,QBER,0.0,0.494,0,0,1000,494,247,247,0.0,31
BB84,Ideal_0%,0.0,0.0,110,QBER,0.0,0.491,0,0,1000,491,246,245,0.0,31
BB84,Ideal_0%,0.0,0.0,111,QBER,0.0,0.49,0,0,1000,490,245,245,0.0,31
BB84,Ideal_0%,0.0,0.0,112,QBER,0.0,0.491,0,0,1000,491,246,245,0.0,31
BB84,Ideal_0%,0.0,0.0,113,QBER,0.0,0.484,0,0,1000,484,242,242,0.0,31
BB84,Ideal_0%,0.0,0.0,114,QBER,0.0,0.488,0,0,1000,488,244,244,0.0,31
BB84,Ideal_0%,0.0,0.0,115,QBER,0.0,0.5,0,0,1000,500,250,250,0.0,32
BB84,Ideal_0%,0.0,0.0,116,QBER,0.0,0.505,0,0,1000,505,252,253,0.0,32
BB84,Ideal_0%,0.0,0.0,117,QBER,0.0,0.481,0,0,1000,481,240,241,0.0,31
BB84,Ideal_0%,0.0,0.0,118,QBER,0.0,0.513,0,0,1000,513,256,257,0.0,33
BB84,Ideal_0%,0.0,0.0,119,QBER,0.0,0.495,0,0,1000,495,248,247,0.0,31
BB84,Ideal_0%,0.0,0.0,120,QBER,0.0,0.497,0,0,1000,497,248,249,0.0,32
BB84,Ideal_0%,0.0,0.0,121,QBER,0.0,0.526,0,0,1000,526,263,263,0.0,33
BB84,Ideal_0%,0.0,0.0,122,QBER,0.0,0.519,0,0,1000,519,260,259,0.0,33
BB84,Ideal_0%,0.0,0.0,123,QBER,0.0,0.496,0,0,1000,496,248,248,0.0,31
BB84,Ideal_0%,0.0,0.0,124,QBER,0.0,0.486,0,0,1000,486,243,243,0.0,31
BB84,Ideal_0%,0.0,0.0,125,QBER,0.0,0.493,0,0,1000,493,246,247,0.0,31
BB84,Ideal_0%,0.0,0.0,126,QBER,0.0,0.497,0,0,1000,497,248,249,0.0,32
BB84,Ideal_0%,0.0,0.0,127,QBER,0.0,0.519,0,0,1000,519,260,259,0.0,33
BB84,Ideal_0%,0.0,0.0,128,QBER,0.0,0.485,0,0,1000,485,242,243,0.0,31
BB84,Ideal_0%,0.0,0.0,129,QBER,0.0,0.479,0,0,1000,479,240,239,0.0,30
BB84,Ideal_0%,0.0,0.0,130,QBER,0.0,0.5,0,0,1000,500,250,250,0.0,32
BB84,Ideal_0%,0.0,0.0,131,QBER,0.0,0.493,0,0,1000,493,246,247,0.0,31
BB84,Ideal_0%,0.0,0.0,132,QBER,0.0,0.493,0,0,1000,493,246,247,0.0,31
BB84,Ideal_0%,0.0,0.0,133,QBER,0.0,0.493,0,0,1000,493,246,247,0.0,31
BB84,Ideal_0%,0.0,0.0,134,QBER,0.0,0.47,0,0,1000,470,235,235,0.0,30
BB84,Ideal_0%,0.0,0.0,135,QBER,0.0,0.494,0,0,1000,494,247,247,0.0,31
BB84,Ideal_0%,0.0,0.0,136,QBER,0.0,0.509,0,0,1000,509,254,255,0.0,32
BB84,Ideal_0%,0.0,0.0,137,QBER,0.0,0.497,0,0,1000,497,248,249,0.0,32
BB84,Ideal_0%,0.0,0.0,138,QBER,0.0,0.514,0,0,1000,514,257,257,0.0,33
BB84,Ideal_0%,0.0,0.0,139,QBER,0.0,0.509,0,0,1000,509,254,255,0.0,32
BB84,Ideal_0%,0.0,0.0,140,QBER,0.0,0.481,0,0,1000,481,240,241,0.0,31
BB84,Ideal_0%,0.0,0.0,141,QBER,0.0,0.476,0,0,1000,476,238,238,0.0,30
BB84,Ideal_0%,0.0,0.0,142,QBER,0.0,0.509,0,0,1000,509,254,255,0.0,32
BB84,Ideal_0%,0.0,0.0,143,QBER,0.0,0.492,0,0,1000,492,246,246,0.0,31
BB84,Ideal_0%,0.0,0.0,144,QBER,0.0,0.519,0,0,1000,519,260,259,0.0,33
BB84,Ideal_0%,0.0,0.0,145,QBER,0.0,0.514,0,0,1000,514,257,257,0.0,33
BB84,Ideal_0%,0.0,0.0,146,QBER,0.0,0.492,0,0,1000,492,246,246,0.0,31
BB84,Ideal_0%,0.0,0.0,147,QBER,0.0,0.521,0,0,1000,521,260,261,0.0,33
BB84,Ideal_0%,0.0,0.0,148,QBER,0.0,0.504,0,0,1000,504,252,252,0.0,32
BB84,Ideal_0%,0.0,0.0,149,QBER,0.0,0.507,0,0,1000,507,254,253,0.0,32
BB84,Ideal_0%,0.0,0.0,150,QBER,0.0,0.506,0,0,1000,506,253,253,0.0,32
BB84,Ideal_0%,0.0,0.0,151,QBER,0.0,0.511,0,0,1000,511,256,255,0.0,32
BB84,Ideal_0%,0.0,0.0,152,QBER,0.0,0.512,0,0,1000,512,256,256,0.0,32
BB84,Ideal_0%,0.0,0.0,153,QBER,0.0,0.478,0,0,1000,478,239,239,0.0,30
BB84,Ideal_0%,0.0,0.0,154,QBER,0.0,0.498,0,0,1000,498,249,249,0.0,32
BB84,Ideal_0%,0.0,0.0,155,QBER,0.0,0.469,0,0,1000,469,234,235,0.0,30
BB84,Ideal_0%,0.0,0.0,156,QBER,0.0,0.504,0,0,1000,504,252,252,0.0,32
BB84,Ideal_0%,0.0,0.0,157,QBER,0.0,0.518,0,0,1000,518,259,259,0.0,33
BB84,Ideal_0%,0.0,0.0,158,QBER,0.0,0.502,0,0,1000,502,251,251,0.0,32
BB84,Ideal_0%,0.0,0.0,159,QBER,0.0,0.486,0,0,1000,486,243,243,0.0,31
BB84,Ideal_0%,0.0,0.0,160,QBER,0.0,0.514,0,0,1000,514,257,257,0.0,33
BB84,Ideal_0%,0.0,0.0,161,QBER,0.0,0.502,0,0,1000,502,251,251,0.0,32
BB84,Ideal_0%,0.0,0.0,162,QBER,0.0,0.507,0,0,1000,507,254,253,0.0,32
BB84,Ideal_0%,0.0,0.0,163,QBER,0.0,0.503,0,0,1000,503,252,251,0.0,32
BB84,Ideal_0%,0.0,0.0,164,QBER,0.0,0.5,0,0,1000,500,250,250,0.0,32
BB84,Ideal_0%,0.0,0.0,165,QBER,0.0,0.513,0,0,1000,513,256,257,0.0,33
BB84,Ideal_0%,0.0,0.0,166,QBER,0.0,0.478,0,0,1000,478,239,239,0.0,30
BB84,Ideal_0%,0.0,0.0,167,QBER,0.0,0.48,0,0,1000,480,240,240,0.0,30
BB84,Ideal_0%,0.0,0.0,168,QBER,0.0,0.483,0,0,1000,483,242,241,0.0,31
BB84,Ideal_0%,0.0,0.0,169,QBER,0.0,0.49,0,0,1000,490,245,245,0.0,31
BB84,Ideal_0%,0.0,0.0,170,QBER,0.0,0.524,0,0,1000,524,262,262,0.0,33
BB84,Ideal_0%,0.0,0.0,171,QBER,0.0,0.484,0,0,1000,484,242,242,0.0,31
BB84,Ideal_0%,0.0,0.0,172,QBER,0.0,0.492,0,0,1000,492,246,246,0.0,31
BB84,Ideal_0%,0.0,0.0,173,QBER,0.0,0.507,0,0,1000,507,254,253,0.0,32
BB84,Ideal_0%,0.0,0.0,174,QBER,0.0,0.509,0,0,1000,509,254,255,0.0,32
BB84,Ideal_0%,0.0,0.0,175,QBER,0.0,0.516,0,0,1000,516,258,258,0.0,33
BB84,Ideal_0%,0.0,0.0,176,QBER,0.0,0.503,0,0,1000,503,252,251,0.0,32
BB84,Ideal_0%,0.0,0.0,177,QBER,0.0,0.504,0,0,1000,504,252,252,0.0,32
BB84,Ideal_0%,0.0,0.0,178,QBER,0.0,0.498,0,0,1000,498,249,249,0.0,32
BB84,Ideal_0%,0.0,0.0,179,QBER,0.0,0.469,0,0,1000,469,234,235,0.0,30
BB84,Ideal_0%,0.0,0.0,180,QBER,0.0,0.521,0,0,1000,521,260,261,0.0,33
BB84,Ideal_0%,0.0,0.0,181,QBER,0.0,0.53,0,0,1000,530,265,265,0.0,34
BB84,Ideal_0%,0.0,0.0,182,QBER,0.0,0.502,0,0,1000,502,251,251,0.0,32
BB84,Ideal_0%,0.0,0.0,183,QBER,0.0,0.454,0,0,1000,454,227,227,0.0,29
BB84,Ideal_0%,0.0,0.0,184,QBER,0.0,0.486,0,0,1000,486,243,243,0.0,31
BB84,Ideal_0%,0.0,0.0,185,QBER,0.0,0.494,0,0,1000,494,247,247,0.0,31
BB84,Ideal_0%,0.0,0.0,186,QBER,0.0,0.505,0,0,1000,505,252,253,0.0,32
BB84,Ideal_0%,0.0,0.0,187,QBER,0.0,0.506,0,0,1000,506,253,253,0.0,32
BB84,Ideal_0%,0.0,0.0,188,QBER,0.0,0.506,0,0,1000,506,253,253,0.0,32
BB84,Ideal_0%,0.0,0.0,189,QBER,0.0,0.499,0,0,1000,499,250,249,0.0,32
BB84,Ideal_0%,0.0,0.0,190,QBER,0.0,0.502,0,0,1000,502,251,251,0.0,32
BB84,Ideal_0%,0.0,0.0,191,QBER,0.0,0.466,0,0,1000,466,233,233,0.0,30
BB84,Ideal_0%,0.0,0.0,192,QBER,0.0,0.514,0,0,1000,514,257,257,0.0,33
BB84,Ideal_0%,0.0,0.0,193,QBER,0.0,0.527,0,0,1000,527,264,263,0.0,33
BB84,Ideal_0%,0.0,0.0,194,QBER,0.0,0.494,0,0,1000,494,247,247,0.0,31
BB84,Ideal_0%,0.0,0.0,195,QBER,0.0,0.491,0,0,1000,491,246,245,0.0,31
BB84,Ideal_0%,0.0,0.0,196,QBER,0.0,0.509,0,0,1000,509,254,255,0.0,32
BB84,Ideal_0%,0.0,0.0,197,QBER,0.0,0.493,0,0,1000,493,246,247,0.0,31
BB84,Ideal_0%,0.0,0.0,198,QBER,0.0,0.509,0,0,1000,509,254,255,0.0,32
BB84,Ideal_0%,0.0,0.0,199,QBER,0.0,0.485,0,0,1000,485,242,243,0.0,31
BB84,Ideal_0%,0.0,0.1,0,QBER,0.0321285140562249,0.29386339578587445,0,1,1000,498,249,249,0.0321285140562249,47
BB84,Ideal_0%,0.0,0.1,1,QBER,0.018711018711018712,0.35195654203675947,0,1,1000,481,240,241,0.018711018711018712,43
BB84,Ideal_0%,0.0,0.1,2,QBER,0.029239766081871343,0.3174804361952268,0,1,1000,513,256,257,0.029239766081871343,60
BB84,Ideal_0%,0.0,0.1,3,QBER,0.027139874739039668,0.3067141112741969,0,1,1000,479,240,239,0.027139874739039668,48
BB84,Ideal_0%,0.0,0.1,4,QBER,0.030800821355236138,0.29376602139763247,0,1,1000,487,244,243,0.030800821355236138,43
BB84,Ideal_0%,0.0,0.1,5,QBER,0.03711340206185567,0.2629699339784922,0,1,1000,485,242,243,0.03711340206185567,61
BB84,Ideal_0%,0.0,0.1,6,QBER,0.014613778705636743,0.37359919929112395,0,1,1000,479,240,239,0.014613778705636743,33
BB84,Ideal_0%,0.0,0.1,7,QBER,0.019569471624266144,0.3689252591610971,0,1,1000,511,256,255,0.019569471624266144,50
BB84,Ideal_0%,0.0,0.1,8,QBER,0.025793650793650792,0.32978005824078116,0,1,1000,504,252,252,0.025793650793650792,47
BB84,Ideal_0%,0.0,0.1,9,QBER,0.03275529865125241,0.30306828873360636,0,1,1000,519,260,259,0.03275529865125241,54
BB84,Ideal_0%,0.0,0.1,10,QBER,0.02912621359223301,0.31930952179764444,0,1,1000,515,258,257,0.02912621359223301,57
BB84,Ideal_0%,0.0,0.1,11,QBER,0.022044088176352707,0.3465369237448115,0,1,1000,499,250,249,0.022044088176352707,50
BB84,Ideal_0%,0.0,0.1,12,QBER,0.028282828282828285,0.31115121658709105,0,1,1000,495,248,247,0.028282828282828285,49
BB84,Ideal_0%,0.0,0.1,13,QBER,0.021484375,0.35871162239161936,0,1,1000,512,256,256,0.021484375,53
BB84,Ideal_0%,0.0,0.1,14,QBER,0.0389344262295082,0.2563121815889025,0,1,1000,488,244,244,0.0389344262295082,55
BB84,Ideal_0%,0.0,0.1,15,QBER,0.029239766081871343,0.3174804361952268,0,1,1000,513,256,257,0.029239766081871343,48
BB84,Ideal_0%,0.0,0.1,16,QBER,0.018108651911468814,0.36709886217442617,0,1,1000,497,248,249,0.018108651911468814,38
BB84,Ideal_0%,0.0,0.1,17,QBER,0.022357723577235773,0.33999036894298884,0,1,1000,492,246,246,0.022357723577235773,40
BB84,Ideal_0%,0.0,0.1,18,QBER,0.02385685884691849,0.33944481112997615,0,1,1000,503,252,251,0.02385685884691849,47
BB84,Ideal_0%,0.0,0.1,19,QBER,0.016632016632016633,0.36355162259228746,0,1,1000,481,240,241,0.016632016632016633,46
BB84,Ideal_0%,0.0,0.1,20,QBER,0.018292682926829267,0.3623638567275064,0,1,1000,492,246,246,0.018292682926829267,40
BB84,Ideal_0%,0.0,0.1,21,QBER,0.01968503937007874,0.3660968444770354,0,1,1000,508,254,254,0.01968503937007874,41
BB84,Ideal_0%,0.0,0.1,22,QBER,0.016822429906542057,0.4031686897827588,0,1,1000,535,268,267,0.016822429906542057,50
BB84,Ideal_0%,0.0,0.1,23,QBER,0.026262626262626262,0.3214648849800492,0,1,1000,495,248,247,0.026262626262626262,43
BB84,Ideal_0%,0.0,0.1,24,QBER,0.02912621359223301,0.31930952179764444,0,1,1000,515,258,257,0.02912621359223301,54
BB84,Ideal_0%,0.0,0.1,25,QBER,0.024844720496894408,0.32086704119719256,0,1,1000,483,242,241,0.024844720496894408,52
BB84,Ideal_0%,0.0,0.1,26,QBER,0.028169014084507043,0.3129859884600574,0,1,1000,497,248,249,0.028169014084507043,50
BB84,Ideal_0%,0.0,0.1,27,QBER,0.013861386138613862,0.3985239198330664,0,1,1000,505,252,253,0.013861386138613862,50
BB84,Ideal_0%,0.0,0.1,28,QBER,0.015053763440860216,0.36020281622989103,0,1,1000,465,232,233,0.015053763440860216,36
BB84,Ideal_0%,0.0,0.1,29,QBER,0.022916666666666665,0.32878310136526595,0,1,1000,480,240,240,0.022916666666666665,48
BB84,Ideal_0%,0.0,0.1,30,QBER,0.028056112224448898,0.3148214334532822,0,1,1000,499,250,249,0.028056112224448898,53
BB84,Ideal_0%,0.0,0.1,31,QBER,0.02766798418972332,0.3212507134807832,0,1,1000,506,253,253,0.02766798418972332,47
BB84,Ideal_0%,0.0,0.1,32,QBER,0.020491803278688523,0.3472675888659659,0,1,1000,488,244,244,0.020491803278688523,49
BB84,Ideal_0%,0.0,0.1,33,QBER,0.02880658436213992,0.3029032229103721,0,1,1000,486,243,243,0.02880658436213992,52
BB84,Ideal_0%,0.0,0.1,34,QBER,0.006122448979591836,0.4372603298500091,0,1,1000,490,245,245,0.006122448979591836,37
BB84,Ideal_0%,0.0,0.1,35,QBER,0.027131782945736434,0.3304491383873897,0,1,1000,516,258,258,0.027131782945736434,51
BB84,Ideal_0%,0.0,0.1,36,QBER,0.028,0.31573940666034483,0,1,1000,500,250,250,0.028,44
BB84,Ideal_0%,0.0,0.1,37,QBER,0.030828516377649325,0.31292590130888004,0,1,1000,519,260,259,0.030828516377649325,48
BB84,Ideal_0%,0.0,0.1,38,QBER,0.02385685884691849,0.33944481112997615,0,1,1000,503,252,251,0.02385685884691849,50
BB84,Ideal_0%,0.0,0.1,39,QBER,0.03543307086614173,0.28351883851392184,0,1,1000,508,254,254,0.03543307086614173,56
BB84,Ideal_0%,0.0,0.1,40,QBER,0.025193798449612403,0.34088598241923035,0,1,1000,516,258,258,0.025193798449612403,45
BB84,Ideal_0%,0.0,0.1,41,QBER,0.025590551181102362,0.3334796587284502,0,1,1000,508,254,254,0.025590551181102362,38
BB84,Ideal_0%,0.0,0.1,42,QBER,0.016701461377870562,0.3616486129199811,0,1,1000,479,240,239,0.016701461377870562,42
BB84,Ideal_0%,0.0,0.1,43,QBER,0.019880715705765408,0.36138510722200773,0,1,1000,503,252,251,0.019880715705765408,38
BB84,Ideal_0%,0.0,0.1,44,QBER,0.023575638506876228,0.34502929002516236,0,1,1000,509,254,255,0.023575638506876228,50
BB84,Ideal_0%,0.0,0.1,45,QBER,0.036637931034482756,0.25366050606201074,0,1,1000,464,232,232,0.036637931034482756,53
BB84,Ideal_0%,0.0,0.1,46,QBER,0.014842300556586271,0.4189027731068102,0,1,1000,539,270,269,0.014842300556586271,49
BB84,Ideal_0%,0.0,0.1,47,QBER,0.01642710472279261,0.36926307314705936,0,1,1000,487,244,243,0.01642710472279261,40
BB84,Ideal_0%,0.0,0.1,48,QBER,0.018404907975460124,0.35952416126685477,0,1,1000,489,244,245,0.018404907975460124,46
