Protocol,Sweep,Config_Profile,Config_Point,Metric_Name,N_Trials,Running_Mean,Running_SE
Six-State,sweep_a,Ideal_0%,f=0.9,FNR,200,0.0,0.0
Six-State,sweep_a,Ideal_0%,f=1.0,QBER,10,0.3290803705082864,0.006629545760153606
Six-State,sweep_a,Ideal_0%,f=1.0,QBER,25,0.3307373774504584,0.004664655078112459
Six-State,sweep_a,Ideal_0%,f=1.0,QBER,50,0.33011482093935063,0.003807579621055515
Six-State,sweep_a,Ideal_0%,f=1.0,QBER,100,0.3298414995464314,0.0025116585385092788
Six-State,sweep_a,Ideal_0%,f=1.0,QBER,200,0.33217173268140143,0.0017895952378950296
Six-State,sweep_a,Ideal_0%,f=1.0,SKR,10,0.0,0.0
Six-State,sweep_a,Ideal_0%,f=1.0,SKR,25,0.0,0.0
Six-State,sweep_a,Ideal_0%,f=1.0,SKR,50,0.0,0.0
Six-State,sweep_a,Ideal_0%,f=1.0,SKR,100,0.0,0.0
Six-State,sweep_a,Ideal_0%,f=1.0,SKR,200,0.0,0.0
Six-State,sweep_a,Ideal_0%,f=1.0,FNR,10,0.0,0.0
Six-State,sweep_a,Ideal_0%,f=1.0,FNR,25,0.0,0.0
Six-State,sweep_a,Ideal_0%,f=1.0,FNR,50,0.0,0.0
Six-State,sweep_a,Ideal_0%,f=1.0,FNR,100,0.0,0.0
Six-State,sweep_a,Ideal_0%,f=1.0,FNR,200,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.0,CHSH_S,10,2.8328966687372388,0.010661475182551804
E91,sweep_a,Ideal_0%,f=0.0,CHSH_S,25,2.8328335938877136,0.0066105764566825554
E91,sweep_a,Ideal_0%,f=0.0,CHSH_S,50,2.8329361976858074,0.004983582262430547
E91,sweep_a,Ideal_0%,f=0.0,CHSH_S,100,2.8356334872199414,0.00407063240746409
E91,sweep_a,Ideal_0%,f=0.0,CHSH_S,200,2.8331128099846477,0.003087619494456876
E91,sweep_a,Ideal_0%,f=0.0,SKR,10,0.2216064453125,0.0012285716453923807
E91,sweep_a,Ideal_0%,f=0.0,SKR,25,0.2211669921875,0.0007193177233932883
E91,sweep_a,Ideal_0%,f=0.0,SKR,50,0.22153076171875,0.0005753505557164276
E91,sweep_a,Ideal_0%,f=0.0,SKR,100,0.2217724609375,0.0004479411456547815
E91,sweep_a,Ideal_0%,f=0.0,SKR,200,0.22215087890625,0.00031698861135867124
E91,sweep_a,Ideal_0%,f=0.0,FPR,10,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.0,FPR,25,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.0,FPR,50,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.0,FPR,100,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.0,FPR,200,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.1,CHSH_S,10,2.666411869710499,0.015782991028517344
E91,sweep_a,Ideal_0%,f=0.1,CHSH_S,25,2.682650209782705,0.009209600479820525
E91,sweep_a,Ideal_0%,f=0.1,CHSH_S,50,2.691995820923043,0.006231341332483464
E91,sweep_a,Ideal_0%,f=0.1,CHSH_S,100,2.6922322620361,0.004427852848183342
E91,sweep_a,Ideal_0%,f=0.1,CHSH_S,200,2.6856418482113953,0.0032782045541761107
E91,sweep_a,Ideal_0%,f=0.1,SKR,10,0.15625579688980534,0.0034205517893721635
E91,sweep_a,Ideal_0%,f=0.1,SKR,25,0.1575247087476123,0.0015854830313685488
E91,sweep_a,Ideal_0%,f=0.1,SKR,50,0.1552745397027281,0.001178559593132733
E91,sweep_a,Ideal_0%,f=0.1,SKR,100,0.15672316539984937,0.0009540948100851307
E91,sweep_a,Ideal_0%,f=0.1,SKR,200,0.15822285054671892,0.0006309873713812137
E91,sweep_a,Ideal_0%,f=0.1,FNR,10,1.0,0.0
E91,sweep_a,Ideal_0%,f=0.1,FNR,25,1.0,0.0
E91,sweep_a,Ideal_0%,f=0.1,FNR,50,1.0,0.0
E91,sweep_a,Ideal_0%,f=0.1,FNR,100,1.0,0.0
E91,sweep_a,Ideal_0%,f=0.1,FNR,200,1.0,0.0
E91,sweep_a,Ideal_0%,f=0.2,CHSH_S,10,2.5349087240808696,0.00980550690447149
E91,sweep_a,Ideal_0%,f=0.2,CHSH_S,25,2.5531264113948837,0.008089890742867258
E91,sweep_a,Ideal_0%,f=0.2,CHSH_S,50,2.542027522811112,0.007070455963560971
E91,sweep_a,Ideal_0%,f=0.2,CHSH_S,100,2.549491861766988,0.005241215130277952
E91,sweep_a,Ideal_0%,f=0.2,CHSH_S,200,2.552481049697758,0.00384039286781455
E91,sweep_a,Ideal_0%,f=0.2,SKR,10,0.11129040096408634,0.004344350434222763
E91,sweep_a,Ideal_0%,f=0.2,SKR,25,0.10716792511913557,0.002327187170179541
E91,sweep_a,Ideal_0%,f=0.2,SKR,50,0.10895665009480475,0.0015333682377831929
E91,sweep_a,Ideal_0%,f=0.2,SKR,100,0.1097083052068903,0.000994169069668058
E91,sweep_a,Ideal_0%,f=0.2,SKR,200,0.11003487535875191,0.0006989815622580909
E91,sweep_a,Ideal_0%,f=0.2,FNR,10,1.0,0.0
E91,sweep_a,Ideal_0%,f=0.2,FNR,25,1.0,0.0
E91,sweep_a,Ideal_0%,f=0.2,FNR,50,1.0,0.0
E91,sweep_a,Ideal_0%,f=0.2,FNR,100,1.0,0.0
E91,sweep_a,Ideal_0%,f=0.2,FNR,200,1.0,0.0
E91,sweep_a,Ideal_0%,f=0.3,CHSH_S,10,2.4027922330765703,0.017106670851267106
E91,sweep_a,Ideal_0%,f=0.3,CHSH_S,25,2.4025661649117276,0.009440038650548972
E91,sweep_a,Ideal_0%,f=0.3,CHSH_S,50,2.404579991556927,0.007073058007616944
E91,sweep_a,Ideal_0%,f=0.3,CHSH_S,100,2.4040506975439526,0.005214667429403725
E91,sweep_a,Ideal_0%,f=0.3,CHSH_S,200,2.4126320492473727,0.0037190450883714406
E91,sweep_a,Ideal_0%,f=0.3,SKR,10,0.06875844407335005,0.0019397195031741858
E91,sweep_a,Ideal_0%,f=0.3,SKR,25,0.06669137603092266,0.0014242525654213085
E91,sweep_a,Ideal_0%,f=0.3,SKR,50,0.06972438203073361,0.001309809756417544
E91,sweep_a,Ideal_0%,f=0.3,SKR,100,0.07157345907029322,0.0010307011380583288
E91,sweep_a,Ideal_0%,f=0.3,SKR,200,0.07200047678465267,0.000674101319711753
E91,sweep_a,Ideal_0%,f=0.3,FNR,10,1.0,0.0
E91,sweep_a,Ideal_0%,f=0.3,FNR,25,1.0,0.0
E91,sweep_a,Ideal_0%,f=0.3,FNR,50,1.0,0.0
E91,sweep_a,Ideal_0%,f=0.3,FNR,100,1.0,0.0
E91,sweep_a,Ideal_0%,f=0.3,FNR,200,1.0,0.0
E91,sweep_a,Ideal_0%,f=0.4,CHSH_S,10,2.269498960657007,0.014308286006971684
E91,sweep_a,Ideal_0%,f=0.4,CHSH_S,25,2.280974400672503,0.010315685984880049
E91,sweep_a,Ideal_0%,f=0.4,CHSH_S,50,2.273575616277027,0.00784924025118781
E91,sweep_a,Ideal_0%,f=0.4,CHSH_S,100,2.2649227667790766,0.005690030894232775
E91,sweep_a,Ideal_0%,f=0.4,CHSH_S,200,2.271311050066371,0.0037768670532547445
E91,sweep_a,Ideal_0%,f=0.4,SKR,10,0.035015105981090464,0.00418285602278384
E91,sweep_a,Ideal_0%,f=0.4,SKR,25,0.037585299343847745,0.0025447786067949187
E91,sweep_a,Ideal_0%,f=0.4,SKR,50,0.04045646412460591,0.0015641398483504704
E91,sweep_a,Ideal_0%,f=0.4,SKR,100,0.03903915620023956,0.0010084334050288793
E91,sweep_a,Ideal_0%,f=0.4,SKR,200,0.03903047916185267,0.000665617057879885
E91,sweep_a,Ideal_0%,f=0.4,FNR,10,1.0,0.0
E91,sweep_a,Ideal_0%,f=0.4,FNR,25,1.0,0.0
E91,sweep_a,Ideal_0%,f=0.4,FNR,50,1.0,0.0
E91,sweep_a,Ideal_0%,f=0.4,FNR,100,1.0,0.0
E91,sweep_a,Ideal_0%,f=0.4,FNR,200,1.0,0.0
E91,sweep_a,Ideal_0%,f=0.5,CHSH_S,10,2.146601742500681,0.015362812633669932
E91,sweep_a,Ideal_0%,f=0.5,CHSH_S,25,2.137277583413348,0.009426625016370876
E91,sweep_a,Ideal_0%,f=0.5,CHSH_S,50,2.132112588614612,0.006907234990253556
E91,sweep_a,Ideal_0%,f=0.5,CHSH_S,100,2.130106828222816,0.005121310597114377
E91,sweep_a,Ideal_0%,f=0.5,CHSH_S,200,2.125809141895916,0.003790305396838398
E91,sweep_a,Ideal_0%,f=0.5,SKR,10,0.00986853717766165,0.00346924046070835
E91,sweep_a,Ideal_0%,f=0.5,SKR,25,0.008900448396508115,0.0017922836101066663
E91,sweep_a,Ideal_0%,f=0.5,SKR,50,0.009588779416152257,0.0013001721282178387
E91,sweep_a,Ideal_0%,f=0.5,SKR,100,0.009474469847104072,0.0008699597199226007
E91,sweep_a,Ideal_0%,f=0.5,SKR,200,0.009223128171818484,0.0006090555324798638
E91,sweep_a,Ideal_0%,f=0.5,FNR,10,0.6,0.16329931618554522
E91,sweep_a,Ideal_0%,f=0.5,FNR,25,0.68,0.09521904571390467
E91,sweep_a,Ideal_0%,f=0.5,FNR,50,0.58,0.07050835816716038
E91,sweep_a,Ideal_0%,f=0.5,FNR,100,0.58,0.04960449637488583
E91,sweep_a,Ideal_0%,f=0.5,FNR,200,0.54,0.035330457200978174
E91,sweep_a,Ideal_0%,f=0.6,CHSH_S,10,1.9817631614500146,0.015351736005017127
E91,sweep_a,Ideal_0%,f=0.6,CHSH_S,25,1.9808478072335278,0.011689840664234657
E91,sweep_a,Ideal_0%,f=0.6,CHSH_S,50,1.9670653702782377,0.008265257890477853
E91,sweep_a,Ideal_0%,f=0.6,CHSH_S,100,1.9799573685923106,0.005863005132355649
E91,sweep_a,Ideal_0%,f=0.6,CHSH_S,200,1.9855741622252756,0.003989743710986358
E91,sweep_a,Ideal_0%,f=0.6,SKR,10,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.6,SKR,25,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.6,SKR,50,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.6,SKR,100,5.023385191018107e-05,5.023385191018106e-05
E91,sweep_a,Ideal_0%,f=0.6,SKR,200,3.918137483625796e-05,2.8724873942442667e-05
E91,sweep_a,Ideal_0%,f=0.6,FNR,10,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.6,FNR,25,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.6,FNR,50,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.6,FNR,100,0.01,0.009999999999999998
E91,sweep_a,Ideal_0%,f=0.6,FNR,200,0.02,0.0099243368701167
E91,sweep_a,Ideal_0%,f=0.7,CHSH_S,10,1.849572404263414,0.022651385968603617
E91,sweep_a,Ideal_0%,f=0.7,CHSH_S,25,1.8451868864379666,0.012453518390028031
E91,sweep_a,Ideal_0%,f=0.7,CHSH_S,50,1.8432365246161726,0.00773093449802906
E91,sweep_a,Ideal_0%,f=0.7,CHSH_S,100,1.8468073164727377,0.0055227511205303455
E91,sweep_a,Ideal_0%,f=0.7,CHSH_S,200,1.844574787636481,0.003840916078228738
E91,sweep_a,Ideal_0%,f=0.7,SKR,10,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.7,SKR,25,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.7,SKR,50,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.7,SKR,100,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.7,SKR,200,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.7,FNR,10,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.7,FNR,25,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.7,FNR,50,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.7,FNR,100,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.7,FNR,200,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.8,CHSH_S,10,1.7034971964787942,0.018338695635630172
E91,sweep_a,Ideal_0%,f=0.8,CHSH_S,25,1.6998213892263592,0.01505379929822558
E91,sweep_a,Ideal_0%,f=0.8,CHSH_S,50,1.7004845885666002,0.010256566675573581
E91,sweep_a,Ideal_0%,f=0.8,CHSH_S,100,1.7062161371341074,0.006257219918454879
E91,sweep_a,Ideal_0%,f=0.8,CHSH_S,200,1.703444704275065,0.004196450478038724
E91,sweep_a,Ideal_0%,f=0.8,SKR,10,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.8,SKR,25,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.8,SKR,50,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.8,SKR,100,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.8,SKR,200,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.8,FNR,10,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.8,FNR,25,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.8,FNR,50,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.8,FNR,100,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.8,FNR,200,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.9,CHSH_S,10,1.5329726407635642,0.023774305004258624
E91,sweep_a,Ideal_0%,f=0.9,CHSH_S,25,1.526257433378715,0.012385651044028398
E91,sweep_a,Ideal_0%,f=0.9,CHSH_S,50,1.545183863062866,0.009267064911936702
E91,sweep_a,Ideal_0%,f=0.9,CHSH_S,100,1.5489417150770441,0.006753890853627026
E91,sweep_a,Ideal_0%,f=0.9,CHSH_S,200,1.5572898932223758,0.004447833120816193
E91,sweep_a,Ideal_0%,f=0.9,SKR,10,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.9,SKR,25,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.9,SKR,50,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.9,SKR,100,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.9,SKR,200,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.9,FNR,10,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.9,FNR,25,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.9,FNR,50,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.9,FNR,100,0.0,0.0
E91,sweep_a,Ideal_0%,f=0.9,FNR,200,0.0,0.0
E91,sweep_a,Ideal_0%,f=1.0,CHSH_S,10,1.4261390419525322,0.018585098631320435
E91,sweep_a,Ideal_0%,f=1.0,CHSH_S,25,1.4337653971289157,0.011188264884348363
E91,sweep_a,Ideal_0%,f=1.0,CHSH_S,50,1.4222442803009416,0.009571234638848599
E91,sweep_a,Ideal_0%,f=1.0,CHSH_S,100,1.41947844348746,0.006295960009145098
E91,sweep_a,Ideal_0%,f=1.0,CHSH_S,200,1.4174011989387538,0.00437036918534476
E91,sweep_a,Ideal_0%,f=1.0,SKR,10,0.0,0.0
E91,sweep_a,Ideal_0%,f=1.0,SKR,25,0.0,0.0
E91,sweep_a,Ideal_0%,f=1.0,SKR,50,0.0,0.0
E91,sweep_a,Ideal_0%,f=1.0,SKR,100,0.0,0.0
E91,sweep_a,Ideal_0%,f=1.0,SKR,200,0.0,0.0
E91,sweep_a,Ideal_0%,f=1.0,FNR,10,0.0,0.0
E91,sweep_a,Ideal_0%,f=1.0,FNR,25,0.0,0.0
E91,sweep_a,Ideal_0%,f=1.0,FNR,50,0.0,0.0
E91,sweep_a,Ideal_0%,f=1.0,FNR,100,0.0,0.0
E91,sweep_a,Ideal_0%,f=1.0,FNR,200,0.0,0.0
BB84,sweep_b,Ideal_0%,p=0.0,QBER,10,0.0,0.0
BB84,sweep_b,Ideal_0%,p=0.0,QBER,25,0.0,0.0
BB84,sweep_b,Ideal_0%,p=0.0,QBER,50,0.0,0.0
BB84,sweep_b,Ideal_0%,p=0.0,QBER,100,0.0,0.0
BB84,sweep_b,Ideal_0%,p=0.0,QBER,200,0.0,0.0
BB84,sweep_b,Ideal_0%,p=0.0,SKR,10,0.4983999999999999,0.003896437118987325
BB84,sweep_b,Ideal_0%,p=0.0,SKR,25,0.5047600000000001,0.0031839597987411866
BB84,sweep_b,Ideal_0%,p=0.0,SKR,50,0.50442,0.002576675599072796
BB84,sweep_b,Ideal_0%,p=0.0,SKR,100,0.5029999999999999,0.0017931406903401478
BB84,sweep_b,Ideal_0%,p=0.0,SKR,200,0.50093,0.0012088557237338218
BB84,sweep_b,Ideal_0%,p=0.0,FPR,10,0.0,0.0
BB84,sweep_b,Ideal_0%,p=0.0,FPR,25,0.0,0.0
BB84,sweep_b,Ideal_0%,p=0.0,FPR,50,0.0,0.0
BB84,sweep_b,Ideal_0%,p=0.0,FPR,100,0.0,0.0
BB84,sweep_b,Ideal_0%,p=0.0,FPR,200,0.0,0.0
BB84,sweep_b,Noise_2%,p=0.04,QBER,10,0.014944303932788255,0.00218185626129645
BB84,sweep_b,Noise_2%,p=0.04,QBER,25,0.01825401623410777,0.0013438892390510858
BB84,sweep_b,Noise_2%,p=0.04,QBER,50,0.019286691542517633,0.0009185763001561858
BB84,sweep_b,Noise_2%,p=0.04,QBER,100,0.019749533197042857,0.000629923936105764
BB84,sweep_b,Noise_2%,p=0.04,QBER,200,0.019507473455184943,0.0004131441085294881
BB84,sweep_b,Noise_2%,p=0.04,SKR,10,0.39279677842256067,0.015185865492199411
BB84,sweep_b,Noise_2%,p=0.04,SKR,25,0.3727789122103447,0.008793329254027472
BB84,sweep_b,Noise_2%,p=0.04,SKR,50,0.36621528890655114,0.00606578017504511
BB84,sweep_b,Noise_2%,p=0.04,SKR,100,0.363530239711067,0.003989925446993857
BB84,sweep_b,Noise_2%,p=0.04,SKR,200,0.3629519226279595,0.002566002082522657
BB84,sweep_b,Noise_2%,p=0.04,FPR,10,0.0,0.0
BB84,sweep_b,Noise_2%,p=0.04,FPR,25,0.0,0.0
BB84,sweep_b,Noise_2%,p=0.04,FPR,50,0.0,0.0
BB84,sweep_b,Noise_2%,p=0.04,FPR,100,0.0,0.0
BB84,sweep_b,Noise_2%,p=0.04,FPR,200,0.0,0.0
BB84,sweep_b,Noise_5%,p=0.1,QBER,10,0.05099783672267714,0.0022042351397801962
BB84,sweep_b,Noise_5%,p=0.1,QBER,25,0.0492121580944425,0.0018116887774627792
BB84,sweep_b,Noise_5%,p=0.1,QBER,50,0.050001134737659755,0.0011838606832738471
BB84,sweep_b,Noise_5%,p=0.1,QBER,100,0.04903189607960083,0.000863191375000863
BB84,sweep_b,Noise_5%,p=0.1,QBER,200,0.049055892288357154,0.0006277674184670367
BB84,sweep_b,Noise_5%,p=0.1,SKR,10,0.21101394125611814,0.009338183691973905
BB84,sweep_b,Noise_5%,p=0.1,SKR,25,0.21931550045068385,0.00781865199223602
BB84,sweep_b,Noise_5%,p=0.1,SKR,50,0.21601089142041008,0.0051360862239402515
BB84,sweep_b,Noise_5%,p=0.1,SKR,100,0.21837812396433812,0.003754315651736955
BB84,sweep_b,Noise_5%,p=0.1,SKR,200,0.21860130913857082,0.002718327591597605
BB84,sweep_b,Noise_5%,p=0.1,FPR,10,0.0,0.0
BB84,sweep_b,Noise_5%,p=0.1,FPR,25,0.0,0.0
BB84,sweep_b,Noise_5%,p=0.1,FPR,50,0.0,0.0
BB84,sweep_b,Noise_5%,p=0.1,FPR,100,0.0,0.0
BB84,sweep_b,Noise_5%,p=0.1,FPR,200,0.0,0.0
BB84,sweep_b,Noise_8%,p=0.16,QBER,10,0.07588665019383414,0.0037067783617526235
BB84,sweep_b,Noise_8%,p=0.16,QBER,25,0.07929907473000652,0.002585484213263848
BB84,sweep_b,Noise_8%,p=0.16,QBER,50,0.07964790756210668,0.0016882542530299773
BB84,sweep_b,Noise_8%,p=0.16,QBER,100,0.08049552824762406,0.0012288516153655476
BB84,sweep_b,Noise_8%,p=0.16,QBER,200,0.07979502817320128,0.0008821880164491412
BB84,sweep_b,Noise_8%,p=0.16,SKR,10,0.11375758589505067,0.013406891385137202
BB84,sweep_b,Noise_8%,p=0.16,SKR,25,0.10161626388844519,0.00928787344420121
BB84,sweep_b,Noise_8%,p=0.16,SKR,50,0.100192726823011,0.006032015671306152
BB84,sweep_b,Noise_8%,p=0.16,SKR,100,0.09737804996231793,0.0043494398155708835
BB84,sweep_b,Noise_8%,p=0.16,SKR,200,0.10022619675278321,0.0031285583519514862
BB84,sweep_b,Noise_8%,p=0.16,FPR,10,0.0,0.0
BB84,sweep_b,Noise_8%,p=0.16,FPR,25,0.0,0.0
BB84,sweep_b,Noise_8%,p=0.16,FPR,50,0.0,0.0
BB84,sweep_b,Noise_8%,p=0.16,FPR,100,0.0,0.0
BB84,sweep_b,Noise_8%,p=0.16,FPR,200,0.0,0.0
BB84,sweep_b,Threshold_11%,p=0.22,QBER,10,0.10921719285003026,0.004946664018896428
BB84,sweep_b,Threshold_11%,p=0.22,QBER,25,0.1132526407366955,0.002910325513732127
BB84,sweep_b,Threshold_11%,p=0.22,QBER,50,0.1109829233882325,0.0020356969076649797
BB84,sweep_b,Threshold_11%,p=0.22,QBER,100,0.11183499101239434,0.0015433058501746245
BB84,sweep_b,Threshold_11%,p=0.22,QBER,200,0.11108021447700012,0.0010115425949031743
BB84,sweep_b,Threshold_11%,p=0.22,SKR,10,0.018137847666807927,0.009751808572274246
BB84,sweep_b,Threshold_11%,p=0.22,SKR,25,0.011216257687148594,0.004308240426706317
BB84,sweep_b,Threshold_11%,p=0.22,SKR,50,0.015537007065779119,0.0033521830472138378
BB84,sweep_b,Threshold_11%,p=0.22,SKR,100,0.01652991162421735,0.0025375247132197404
BB84,sweep_b,Threshold_11%,p=0.22,SKR,200,0.0160601925985012,0.0017843205622817813
BB84,sweep_b,Threshold_11%,p=0.22,FPR,10,0.1,0.09999999999999999
BB84,sweep_b,Threshold_11%,p=0.22,FPR,25,0.08,0.05537749241945383
BB84,sweep_b,Threshold_11%,p=0.22,FPR,50,0.06,0.033926691677251195
BB84,sweep_b,Threshold_11%,p=0.22,FPR,100,0.09,0.028762349126466143
BB84,sweep_b,Threshold_11%,p=0.22,FPR,200,0.055,0.016161092305986408
Six-State,sweep_b,Ideal_0%,p=0.0,QBER,10,0.0,0.0
Six-State,sweep_b,Ideal_0%,p=0.0,QBER,25,0.0,0.0
Six-State,sweep_b,Ideal_0%,p=0.0,QBER,50,0.0,0.0
Six-State,sweep_b,Ideal_0%,p=0.0,QBER,100,0.0,0.0
Six-State,sweep_b,Ideal_0%,p=0.0,QBER,200,0.0,0.0
Six-State,sweep_b,Ideal_0%,p=0.0,SKR,10,0.33759999999999996,0.005950163396449247
Six-State,sweep_b,Ideal_0%,p=0.0,SKR,25,0.33368000000000003,0.002847056959973462
Six-State,sweep_b,Ideal_0%,p=0.0,SKR,50,0.33158,0.002038825191934146
Six-State,sweep_b,Ideal_0%,p=0.0,SKR,100,0.33407,0.0015753950923402343
Six-State,sweep_b,Ideal_0%,p=0.0,SKR,200,0.33402,0.0010636516224165437
Six-State,sweep_b,Ideal_0%,p=0.0,FPR,10,0.0,0.0
Six-State,sweep_b,Ideal_0%,p=0.0,FPR,25,0.0,0.0
Six-State,sweep_b,Ideal_0%,p=0.0,FPR,50,0.0,0.0
Six-State,sweep_b,Ideal_0%,p=0.0,FPR,100,0.0,0.0
Six-State,sweep_b,Ideal_0%,p=0.0,FPR,200,0.0,0.0
Six-State,sweep_b,Noise_2%,p=0.04,QBER,10,0.018160726103486884,0.0030352467518279624
Six-State,sweep_b,Noise_2%,p=0.04,QBER,25,0.019339149210924254,0.0019251213526245731
Six-State,sweep_b,Noise_2%,p=0.04,QBER,50,0.019925021277076925,0.001217828875911702
Six-State,sweep_b,Noise_2%,p=0.04,QBER,100,0.019375134926147765,0.0008338194897357643
Six-State,sweep_b,Noise_2%,p=0.04,QBER,200,0.01975727641802609,0.0005643133283001312
Six-State,sweep_b,Noise_2%,p=0.04,SKR,10,0.24162459301147116,0.011358788473521451
Six-State,sweep_b,Noise_2%,p=0.04,SKR,25,0.23896350165854924,0.007133249823454817
Six-State,sweep_b,Noise_2%,p=0.04,SKR,50,0.2428021444180165,0.004852813405421582
Six-State,sweep_b,Noise_2%,p=0.04,SKR,100,0.2440080518813196,0.0033549451076292174
Six-State,sweep_b,Noise_2%,p=0.04,SKR,200,0.2416754234990031,0.0022841829659847965
Six-State,sweep_b,Noise_2%,p=0.04,FPR,10,0.0,0.0
Six-State,sweep_b,Noise_2%,p=0.04,FPR,25,0.0,0.0
Six-State,sweep_b,Noise_2%,p=0.04,FPR,50,0.0,0.0
Six-State,sweep_b,Noise_2%,p=0.04,FPR,100,0.0,0.0
Six-State,sweep_b,Noise_2%,p=0.04,FPR,200,0.0,0.0
Six-State,sweep_b,Noise_5%,p=0.1,QBER,10,0.05218844693492911,0.003902985196941507
Six-State,sweep_b,Noise_5%,p=0.1,QBER,25,0.05101415394302574,0.002063793847371691
Six-State,sweep_b,Noise_5%,p=0.1,QBER,50,0.04875950939448358,0.0017188931866677901
Six-State,sweep_b,Noise_5%,p=0.1,QBER,100,0.04862128391340415,0.0011417624335623106
Six-State,sweep_b,Noise_5%,p=0.1,QBER,200,0.04807308636005209,0.00079388181278558
Six-State,sweep_b,Noise_5%,p=0.1,SKR,10,0.13917527339025781,0.010595649583917299
Six-State,sweep_b,Noise_5%,p=0.1,SKR,25,0.14122303342842382,0.005467266398729265
Six-State,sweep_b,Noise_5%,p=0.1,SKR,50,0.14694103799797592,0.004687965216866791
Six-State,sweep_b,Noise_5%,p=0.1,SKR,100,0.14767243938971594,0.0031716467153372944
Six-State,sweep_b,Noise_5%,p=0.1,SKR,200,0.1487390904783142,0.002232870496629277
Six-State,sweep_b,Noise_5%,p=0.1,FPR,10,0.0,0.0
Six-State,sweep_b,Noise_5%,p=0.1,FPR,25,0.0,0.0
Six-State,sweep_b,Noise_5%,p=0.1,FPR,50,0.0,0.0
Six-State,sweep_b,Noise_5%,p=0.1,FPR,100,0.0,0.0
Six-State,sweep_b,Noise_5%,p=0.1,FPR,200,0.0,0.0
Six-State,sweep_b,Noise_8%,p=0.16,QBER,10,0.0782517447425519,0.0045179615040267275
Six-State,sweep_b,Noise_8%,p=0.16,QBER,25,0.08076339526413635,0.002982330553924591
Six-State,sweep_b,Noise_8%,p=0.16,QBER,50,0.07922956399695046,0.001837312718086937
Six-State,sweep_b,Noise_8%,p=0.16,QBER,100,0.08051105381742792,0.0015345448829369459
Six-State,sweep_b,Noise_8%,p=0.16,QBER,200,0.07946084749633742,0.001067471556425865
Six-State,sweep_b,Noise_8%,p=0.16,SKR,10,0.07035999924756803,0.010200761222294456
Six-State,sweep_b,Noise_8%,p=0.16,SKR,25,0.06472034288528111,0.0067867106752600185
Six-State,sweep_b,Noise_8%,p=0.16,SKR,50,0.06776989843795829,0.00420393017741075
Six-State,sweep_b,Noise_8%,p=0.16,SKR,100,0.0660803890427166,0.0032167236448151088
Six-State,sweep_b,Noise_8%,p=0.16,SKR,200,0.06828926861879077,0.0023455292989778397
Six-State,sweep_b,Noise_8%,p=0.16,FPR,10,0.0,0.0
Six-State,sweep_b,Noise_8%,p=0.16,FPR,25,0.0,0.0
Six-State,sweep_b,Noise_8%,p=0.16,FPR,50,0.0,0.0
Six-State,sweep_b,Noise_8%,p=0.16,FPR,100,0.0,0.0
Six-State,sweep_b,Noise_8%,p=0.16,FPR,200,0.0,0.0
Six-State,sweep_b,Threshold_11%,p=0.22,QBER,10,0.10589124820264802,0.002889677743685658
Six-State,sweep_b,Threshold_11%,p=0.22,QBER,25,0.11382532213383889,0.003609325558122745
Six-State,sweep_b,Threshold_11%,p=0.22,QBER,50,0.11082976108241262,0.0024100253944505465
