Protocol,Noise_Profile,F_Eve,QBER_Threshold,CHSH_Threshold,Mean_Metric,Std_Metric,Mean_SKR,Std_SKR,FPR,FNR
E91,Ideal_0%,0.2,N/A,2.6586,2.5425943487398253,0.04942582902868319,0.10932214492110122,0.009841247122743363,0.0,0.0
E91,Ideal_0%,0.4,N/A,2.6586,2.2657966185730367,0.05498387551924245,0.04106652911268061,0.009975204225961383,0.0,0.0
E91,Ideal_0%,0.6,N/A,2.6586,1.9817804496186742,0.05142625434299529,0.00015552012209192688,0.001088640854643488,0.0,0.0
E91,Ideal_0%,0.8,N/A,2.6586,1.702826287870729,0.06314531254775588,0.0,0.0,0.0,0.0
E91,Ideal_0%,1.0,N/A,2.6586,1.4146256749650314,0.06077421766508398,0.0,0.0,0.0,0.0
E91,Noise_2%,0.0,N/A,2.4410,2.613437728061833,0.03942316363701222,0.11633296658717575,0.009600923281360056,0.0,0.0
E91,Noise_2%,0.2,N/A,2.4410,2.3702982830133443,0.05293344978891144,0.05282440567850581,0.0076861872454102465,0.0,0.08
E91,Noise_2%,0.4,N/A,2.4410,2.1297104449137207,0.04458370384045734,0.007425127478209933,0.008134614091333014,0.0,0.0
E91,Noise_2%,0.6,N/A,2.4410,1.8836194680733251,0.061783969982899326,0.0,0.0,0.0,0.0
E91,Noise_2%,0.8,N/A,2.4410,1.6624112699509856,0.06897607521719563,0.0,0.0,0.0,0.0
E91,Noise_2%,1.0,N/A,2.4410,1.4219588623669452,0.05786592837730162,0.0,0.0,0.0,0.0
E91,Noise_5%,0.0,N/A,2.0979,2.2869335815210405,0.053014313276550484,0.021201701846949045,0.00985968577250494,0.0,0.0
E91,Noise_5%,0.2,N/A,2.0979,2.1209880099044205,0.05330054470743784,0.0006529198416069585,0.001984179603655422,0.0,0.64
E91,Noise_5%,0.4,N/A,2.0979,1.9372586556149398,0.06181090430903607,0.0,0.0,0.0,0.02
E91,Noise_5%,0.6,N/A,2.0979,1.7659690631430645,0.052684850356012704,0.0,0.0,0.0,0.0
E91,Noise_5%,0.8,N/A,2.0979,1.5961814539902148,0.060381696803694374,0.0,0.0,0.0,0.0
E91,Noise_5%,1.0,N/A,2.0979,1.4336623789443348,0.05930861460823265,0.0,0.0,0.0,0.0
E91,Noise_8%,0.0,N/A,1.8613,1.9918155604351748,0.04965886491770494,0.0,0.0,0.02,0.0
E91,Noise_8%,0.2,N/A,1.8613,1.8836385656028725,0.06014112120968025,0.0,0.0,0.0,0.64
E91,Noise_8%,0.4,N/A,1.8613,1.769858381152518,0.05921806834203974,0.0,0.0,0.0,0.08
E91,Noise_8%,0.6,N/A,1.8613,1.6525575299382722,0.06643129430772511,0.0,0.0,0.0,0.0
